ANDHRA PRADESH,"","","","",""
2 . MANVENDRA SINGH,M 56,GEN INC,187376,24,187400
4 . CHOUDHARY LAXMINARAYAN,M 51,GEN BSP,149236,32,149268
5 . DR. GYANVATI SINGH,F 70,GEN RLD,144314,52,144366
1 . CHOUDHARY TEJVEER SINGH,M 45,GEN BJP,102789,218,103007
16 . HARPAL SINGH,M 31,GEN IND,4321,0,4321
6 . OM PRAKASH,M 46,GEN LP(S),2414,0,2414
3 . RAJKUMAR,M 29,GEN NCP,2292,2,2294
15 . SATISH CHANDRA,M 38,GEN IND,2226,0,2226
13 . BIJENDRA SINGH,M 54,GEN IND,1659,0,1659
8 . KUNVAR SINGH,M 38,GEN IND,1179,0,1179
10 . NARAYAN SINGH,M 40,GEN IND,1066,0,1066
12 . BALBIR SINGH,M 40,GEN IND,873,1,874
14 . VIDHYA DEVI,F 40,SC IND,647,0,647
11 . PHAKKAR BABA,M 58,GEN IND,576,1,577
9 . DEVKI NANDAN,M 42,GEN IND,527,2,529
7 . AJAY SINGH,M 26,GEN IND,360,0,360
"",TOTAL:,"",601855,332,602187


UTTAR PRADESH,"","","","",""
Constituency  : 71 . HATHRAS (SC),"","","","",""
1 . KISHAN LAL DILER,M 80,SC BJP,175010,39,175049
3 . RAM VIR SINGH BHAIYAJI,M 40,SC BSP,152212,0,152212
4 . VIMLA PAL,F 52,SC SP,118816,10,118826
2 . MUKESH KUMAR,M 47,SC INC,32225,9,32234
5 . BHAGWAN SAHAY DHANGAR,M 60,SC INLD,5979,0,5979
11 . VALWANT SINGH,M 59,SC IND,3954,0,3954
9 . RAJVIR SINGH,M 33,SC IND,1223,0,1223
10 . LAKHAN SINGH,M 43,SC IND,744,0,744
7 . PHOOL SINGH,M 48,SC IND,692,1,693
6 . TEKE CHANDRA RAO,M 56,SC IND,659,0,659
8 . RAKESH KUMAR VIMAL,M 28,SC IND,562,0,562
"",TOTAL:,"",492076,59,492135
Constituency  : 72 . ALIGARH,"","","","",""
3 . BIJENDRA SINGH,M 49,GEN INC,167104,38,167142
4 . SHEELA GAUTAM,F 72,GEN BJP,164228,123,164351
1 . THAKUR JAIVEER SINGH,M 42,GEN BSP,159933,8,159941
2 . DALVEER SINGH,M 59,GEN RLD,117206,13,117219
5 . CHANDRA PAL,M 45,GEN LP(S),12083,0,12083
16 . SATISH KUMAR,M 30,SC IND,3686,0,3686
15 . RAM KISHAN,M 26,GEN IND,2546,1,2547
13 . RAKESH KUMAR,M 32,GEN IND,1544,0,1544
14 . RAJVEER,M 36,SC IND,1175,0,1175
6 . TEJ SINGH,M 50,SC ASP,1054,0,1054
12 . BACHHU SINGH,M 29,SC IND,647,0,647
11 . PREM SINGH,M 44,SC IND,607,1,608
9 . MERAJ ALI,M 31,GEN RSBP,550,0,550
8 . MAHESH PRATAP,M 58,GEN RVP,403,0,403
10 . AMREEK SINGH,M 48,GEN IND,370,0,370
7 . MAHENDRA PAL,M 73,GEN BSK,364,1,365
"",TOTAL:,"",633500,185,633685
Constituency  : 73 . KHURJA (SC),"","","","",""
1 . ASHOK KUMAR PRADHAN,M 51,SC BJP,214688,13,214701
3 . RAVI GAUTAM,M 54,SC BSP,173551,0,173551
2 . DEVI DAYAL,M 62,SC INC,109112,2,109114
4 . RAM NIWAS BALMIKI,M 48,SC RLD,86374,0,86374
10 . RAM SAHAI,M 79,SC IND,6446,0,6446
8 . JAGPAL SINGH,M 35,SC IND,3632,0,3632
7 . OM PRAKASH,M 65,SC IND,2140,0,2140
5 . KRIPAL SINGH,M 63,SC BKD,2006,0,2006
9 . MAHENDRA SINGH,M 41,SC IND,1931,0,1931
6 . MAGAN LAL,M 44,SC ABHM,809,0,809
"",TOTAL:,"",600689,15,600704


UTTAR PRADESH,"","","","",""
Constituency  : 74 . BULANDSHAHR,"","","","",""
1 . KALYAN SINGH,M 72,GEN BJP,258262,22,258284
4 . BADRUL ISLAM,M 58,GEN RLD,241632,1,241633
3 . DEVENDRA BHARDWAJ,M 39,GEN BSP,119104,0,119104
2 . PT. CHANDRA SHEKHAR SHARMA,M 53,GEN INC,38795,10,38805
16 . HAKIM AHMAD QURESHI,M 64,GEN IND,5150,0,5150
14 . PHIREY SINGH,M 32,GEN IND,4682,0,4682
5 . MAHENDRA SINGH,M 48,GEN LP(S),3370,0,3370
7 . SHRINIVAS,M 38,GEN ABHM,3112,0,3112
13 . NASIR IQBAL,M 46,GEN IND,3009,0,3009
12 . CHUNNI LAL,M 55,GEN IND,2340,0,2340
15 . RAMPHAL,M 48,GEN IND,1778,0,1778
6 . YAD KARAN,M 48,GEN RSMD,1516,0,1516
11 . CHAMAN LAL,M 51,GEN IND,813,0,813
8 . SATENDRA SINGH,M 33,GEN BRPP,793,0,793
9 . IMTIYAZ MOHD. KHAN,M 58,GEN IND,449,0,449
10 . SMT. KRISHANA SINGH,F 55,GEN IND,423,0,423
"",TOTAL:,"",685228,33,685261
Constituency  : 75 . HAPUR,"","","","",""
4 . SURENDRA PRAKASH GOYAL,M 53,GEN INC,235098,16,235114
3 . RAMESH CHAND TOMAR,M 58,GEN BJP,192724,27,192751
1 . KUNWAR AYYUB ALI,M 38,GEN BSP,180063,5,180068
2 . TRILOK TYAGI,M 52,GEN RLD,170701,9,170710
16 . VIRENDRA TYAGI,M 38,GEN IND,5994,0,5994
11 . COL. TEJENDRA PAL TYAGI VEER CHAKRA,M 58,GEN IND,2835,0,2835
5 . ABDUL KARIM,M 48,GEN MUL,2786,0,2786
15 . RAM KUMAR,M 45,GEN IND,1969,0,1969
14 . RANJEET,M 63,GEN IND,1947,0,1947
13 . MANJEET SINGH,M 52,GEN IND,1379,0,1379
7 . GEETA TOMAR . (ADVOCATE),F 38,GEN BKD,1011,1,1012
12 . DAYARAM  (HIJRA),M 36,GEN IND,929,0,929
6 . DR. MOHD IQBAL,M 47,GEN NBNP,641,0,641
10 . USMAN QURAISHI,M 26,GEN IND,640,0,640
9 . PRADEEP KUMAR,M 41,SC IJP,487,0,487
8 . NAVEEN KUMAR GAUTAM,M 30,SC BRPP,474,0,474
"",TOTAL:,"",799678,58,799736


UTTAR PRADESH,"","","","",""
Constituency  : 76 . MEERUT,"","","","",""
3 . MOHD. SHAHID,M 34,GEN BSP,252518,0,252518
1 . MALOOK NAGAR,M 39,GEN RLD,183177,5,183182
5 . K. C. TYAGI,M 48,GEN JD(U),167215,6,167221
2 . K. K. SHARMA,M 50,GEN INC,65912,2,65914
4 . ANIL RASTOGI,M 44,GEN SHS,15058,0,15058
14 . SALEEM KHAN,M 40,GEN IND,4224,0,4224
12 . PRADEEP KUMAR RASTOGI,M 39,GEN IND,2770,0,2770
9 . TEJVEER SINGH,M 60,GEN IND,1328,0,1328
6 . SUDHIR KUMAR PANWAR (ADVOCATE),M 38,GEN RSBP,1245,0,1245
13 . SARITA SAGAR,F 40,SC IND,1239,0,1239
10 . NARENDRA,M 47,SC IND,885,0,885
7 . DR. HARI SINGH AZAD,M 65,GEN ABLTP,754,0,754
11 . NAHAR SINGH,M 41,GEN IND,655,0,655
8 . AMIT KUMAR JATAV,M 30,SC IND,491,0,491
"",TOTAL:,"",697471,13,697484
Constituency  : 77 . BAGHPAT,"","","","",""
1 . AJIT SINGH,M 65,GEN RLD,353168,13,353181
2 . AULAD ALI,M 50,GEN BSP,132538,5,132543
4 . SATYAPAL SINGH MALIK,M 56,GEN BJP,102309,8,102317
3 . JAGVEER,M 48,GEN INC,55158,6,55164
14 . HABIB AHMAD,M 44,GEN IND,4917,2,4919
8 . SAMAR PAL,M 39,GEN INLD,2488,1,2489
13 . SUBHASH,M 30,SC IND,1520,0,1520
6 . KRISHNA BHAGWAN SWAMI,M 40,GEN RPI,993,1,994
5 . ANAR SINGH,M 48,SC BRPP,750,0,750
10 . BIRENDRA,M 33,SC IND,722,0,722
12 . SHYAM SINGH,M 50,GEN IND,663,0,663
11 . RAMAUTAR,M 46,GEN IND,652,0,652
9 . NARENDRA,M 37,GEN IND,540,0,540
7 . BRIJ PAL,M 30,SC RSBP,446,0,446
"",TOTAL:,"",656864,36,656900


UTTAR PRADESH,"","","","",""
Constituency  : 78 . MUZAFFARNAGAR,"","","","",""
2 . CH. MUNAWWAR HASAN,M 35,GEN SP,306221,4,306225
1 . AMARPAL SINGH,M 56,GEN BJP,237207,13,237220
4 . SURATSINGH VERMA,M 59,GEN BSP,182290,0,182290
3 . SAIDUZZAMAN,M 56,GEN INC,105173,4,105177
8 . KUNWAR VIJENDER SINGH TYAGI,M 52,GEN BKD,11456,0,11456
15 . SALMAN SAEED,M 26,GEN IND,5233,0,5233
13 . RANBIR SINGH KASHYAP,M 46,GEN IND,3690,0,3690
12 . MANOJ SAINI,M 30,GEN IND,3524,0,3524
5 . BRIHAM PRAKASH,M 40,SC IJP,2202,0,2202
14 . RAMVIR SINGH,M 36,GEN IND,1406,0,1406
7 . RAJ KUMAR,M 38,GEN JSP,1189,0,1189
9 . ARSHAD HASAN,M 27,GEN IND,1070,0,1070
6 . MOHD. IRFAN,M 43,GEN NBNP,727,0,727
11 . BALBIR SINGH,M 70,SC IND,542,0,542
10 . PRADEEP VERMA,M 35,GEN IND,457,0,457
"",TOTAL:,"",862387,21,862408


UTTAR PRADESH,"","","","",""
Constituency  : 79 . KAIRANA,"","","","",""
1 . ANURADHA CHOUDHARY,F 43,GEN RLD,523911,12,523923
3 . SHAHNAWAZ,M 30,GEN BSP,181509,0,181509
2 . AMARKANT RANA,M 36,GEN BJP,75844,7,75851
4 . SUBHASH CHAND MAHESHWARI,M 62,GEN INC,12507,4,12511
14 . OMPAL,M 48,GEN IND,3687,0,3687
9 . RAGHURAJ SINGH,M 45,GEN BVP,3538,0,3538
6 . UMA KASHYAP,F 35,GEN BKD,2670,1,2671
16 . JAIPAL,M 43,GEN IND,1591,0,1591
17 . JAKIR,M 40,GEN IND,1344,0,1344
31 . HARENDRA,M 53,GEN IND,860,0,860
28 . SUKHMAL,M 45,GEN IND,851,0,851
11 . SURESH,M 30,GEN LP(S),792,0,792
29 . SUMAN CH.,M 53,GEN IND,762,1,763
22 . YOGESH,M 25,GEN IND,740,0,740
19 . NASEEM HAIDER,M 31,GEN IND,714,0,714
15 . KAMRUZAMA,M 42,GEN IND,660,0,660
5 . ASHU SHARMA URF ASHWANI SHARMA,M 25,GEN BJVP,542,1,543
7 . GAYOOR,M 39,GEN RPI,488,0,488
13 . IJHARULHAQ,M 30,GEN IND,485,0,485
30 . HARPAL SINGH,M 53,SC IND,364,0,364
25 . SHAHEEN,M 29,GEN IND,359,0,359
26 . SHIMLA URF SHIMLA KASHYAP,F 36,GEN IND,344,0,344
8 . MUSHEER AHMAD,M 49,GEN AP,327,0,327
20 . PHALKUMAR,M 42,SC IND,321,0,321
18 . DILSHAD ALI,M 48,GEN IND,318,0,318
24 . RAMKRISHAN MITTAL,M 69,GEN IND,318,0,318
27 . SHORAJ SINGH,M 35,GEN IND,216,0,216
12 . ANAND PAL,M 53,GEN IND,208,0,208
10 . RADHESH KUMAR URF PAPPU,M 37,SC IJP,203,0,203
21 . MUKESH,M 25,GEN IND,126,0,126
23 . RAVINDRA KUMAR,M 45,GEN IND,101,0,101
"",TOTAL:,"",816700,26,816726


UTTAR PRADESH,"","","","",""
Constituency  : 80 . SAHARANPUR,"","","","",""
4 . RASHEED MASOOD,M 53,GEN SP,353271,1,353272
2 . MANSOOR ALI KHAN,M 60,GEN BSP,326441,3,326444
3 . CH. YASHPAL SINGH,M 79,GEN BJP,230336,10,230346
1 . TARA CHANDRA SHASTRI,M 54,GEN INC,51063,4,51067
14 . SUSHIL,M 28,GEN IND,8173,0,8173
13 . SHAHID URF POOJA,F 25,GEN IND,5248,0,5248
5 . PRAKASH SHARMA,M 35,GEN RPI,3630,0,3630
11 . YOGENDRA,M 43,GEN IND,3173,0,3173
7 . MOHSEEN,M 34,GEN INLD,2258,0,2258
12 . RAVEENDRA KUMAR,M 35,GEN IND,2176,0,2176
6 . BRIJ PAL SINGH,M 49,SC IJP,1592,0,1592
8 . MOHD. HUSSAIN JILANI,M 41,GEN MUL,1415,0,1415
9 . MOHAMMAD ARIF,M 43,GEN IND,862,0,862
10 . BADROOL,M 57,GEN IND,759,0,759
"",TOTAL:,"",990397,18,990415
WEST BENGAL,"","","","",""
Constituency  : 1 . COOCH BEHAR (SC),"","","","",""
3 . HITEN BARMAN,M 53,SC AIFB,487332,3650,490982
1 . GIRINDRA NATH BARMAN,M 50,SC AITC,263400,1013,264413
2 . SAILEN BARMA,M 43,SC INC,116327,388,116715
6 . AMAR ROY PRADHAN,M 74,SC IND,26660,95,26755
9 . BHARAT SINGHA SARKAR,M 29,SC IND,17389,4,17393
8 . PRADIP KUMAR ROY,M 40,SC IND,11016,5,11021
7 . NRIPEN KARJEE,M 53,SC IND,10676,6,10682
4 . DALENDRA NATH ROY,M 45,SC AMB,8522,5,8527
5 . PIJUSH BARMAN,M 36,SC SP,6059,16,6075
"",TOTAL:,"",947381,5182,952563
Constituency  : 2 . ALIPURDUARS (ST),"","","","",""
1 . JOACHIM BAXLA,M 49,ST RSP,381694,2558,384252
2 . MANOJ TIGGA,M 31,ST BJP,238534,594,239128
3 . RATAN LAL BARAIK,M 59,ST INC,169088,411,169499
6 . SAMARENDRA EKKA ( PINTU),M 40,ST IND,20009,5,20014
5 . RAMPRATAP BARAIK,M 62,ST IND,14078,9,14087
4 . PAUL DEXION KHARIA,M 52,ST IND,13854,2,13856
"",TOTAL:,"",837257,3579,840836


WEST BENGAL,"","","","",""
Constituency  : 3 . JALPAIGURI,"","","","",""
3 . MINATI SEN,F 60,GEN CPM,420262,3901,424163
2 . PARASH DUTTA,M 57,GEN AITC,242791,767,243558
1 . DIPAK KRISHNA BHOWMIK,M 64,GEN INC,129886,369,130255
7 . NACHHIR ALI PRAMANIK,M 54,GEN IND,19277,39,19316
10 . SUBHASISH DASGUPTA,M 36,GEN IND,18471,2,18473
9 . SHANKAR KUMAR GANGULI,M 65,GEN IND,14732,13,14745
4 . SANTI KUMAR SARKAR,M 45,SC BSP,13670,17,13687
8 . BHIM CHANDRA ROY,M 57,SC IND,13517,10,13527
6 . SANKAR DAS,M 57,GEN CPI(ML)(L),7268,10,7278
5 . PABITRA MAITRA,M 53,SC AMB,5097,6,5103
"",TOTAL:,"",884971,5134,890105
Constituency  : 4 . DARJEELING,"","","","",""
2 . DAWA NARBULA,M 67,ST INC,396531,442,396973
4 . MONI THAPA,F 38,GEN CPM,294299,1258,295557
1 . DR. G. S. YONZONE,M 65,ST BJP,113897,75,113972
10 . SANJAY THAKURI,M 38,GEN IND,20988,0,20988
7 . MOHAN CHHETRI,M 40,GEN IND,14855,2,14857
8 . RAJU BHATTA,M 37,GEN IND,11112,0,11112
3 . BIMAL DUTTA,M 39,GEN BSP,10752,6,10758
5 . KISHALAY KANTI SHARMA,M 53,SC IND,8695,0,8695
9 . LALIT BARMAN,M 42,SC IND,8690,0,8690
6 . TIKA PRADHAN,M 52,GEN IND,6479,2,6481
"",TOTAL:,"",886298,1785,888083
Constituency  : 5 . RAIGANJ,"","","","",""
3 . PRIYA RANJAN DASMUNSI,M 58,GEN INC,420408,1496,421904
4 . MINATI GHOSH,F 57,GEN CPM,380519,2238,382757
2 . ABEDIN DR. ZAINAL,M 73,GEN AITC,57726,205,57931
1 . ANIL BISWAS,M 44,SC BSP,11201,4,11205
5 . AJIT DAS,M 62,SC CPI(ML)(L),11152,2,11154
9 . SUBRATA ADHIKARY,M 45,GEN IND,9914,0,9914
8 . SUKUMAL BISWAS,M 41,SC IND,9624,0,9624
7 . ACHINTYA TARAFDAR,M 33,GEN IND,7037,0,7037
6 . ASHIS SAHA,M 32,GEN SP,6056,0,6056
"",TOTAL:,"",913637,3945,917582
Constituency  : 6 . BALURGHAT (SC),"","","","",""
4 . RANEN BARMAN,M 35,SC RSP,411803,3495,415298
3 . MANOMOHAN RAY,M 69,SC BJP,343114,1038,344152
2 . DIPTI BARMAN,F 28,SC INC,118826,278,119104
6 . BINOY MALLICK,M 38,SC IND,19572,2,19574
1 . GOBINDA SAKAR,M 46,SC BSP,17222,8,17230
5 . PRAHALLAD BARMAN,M 26,SC IND,10271,2,10273
"",TOTAL:,"",920808,4823,925631


WEST BENGAL,"","","","",""
Constituency  : 7 . MALDA,"","","","",""
1 . A. B. A. GHANI KHAN CHOUDHURY,M 69,GEN INC,411668,1245,412913
2 . PRANAB DAS,M 41,GEN CPM,298090,3715,301805
3 . BADSHA ALAM,M 51,GEN BJP,86371,154,86525
10 . SADHAN CHATTERJEE,M 52,GEN IND,18812,1,18813
6 . TUSHAR KANTI BESRA,M 30,ST IND,5743,5,5748
9 . MAJEDUR RAHAMAN,M 39,GEN IND,5496,0,5496
4 . LAWRENCE HANSDA,M 60,ST BSP,5360,4,5364
8 . PARIMAL MARDI,M 32,ST IND,5283,0,5283
5 . ATUL CHANDRA MANDAL,M 33,SC IND,3793,1,3794
7 . NARESH RISHI,M 51,SC IND,3370,0,3370
"",TOTAL:,"",843986,5125,849111
Constituency  : 8 . JANGIPUR,"","","","",""
3 . PRANAB MUKHERJEE,M 67,GEN INC,430438,1209,431647
1 . ABUL HASNAT KHAN,M 58,GEN CPM,393082,1705,394787
4 . SHISH MOHAMMAD,M 68,GEN AITC,19693,32,19725
9 . PALASH DE,M 26,SC IND,9957,2,9959
2 . GOUR PADA BISWAS MALLIK,M 59,SC BSP,8496,3,8499
7 . ABDUS SAYEED,M 61,GEN IND,7130,2,7132
8 . TOJIBUR RAHAMAN,M 33,GEN IND,3997,0,3997
5 . MOHAMMAD ABDUR RAHAMAN,M 56,GEN SP,3934,0,3934
6 . ABU ASIM SIDDIQUE,M 29,GEN IND,3448,0,3448
"",TOTAL:,"",880175,2953,883128
Constituency  : 9 . MURSHIDABAD,"","","","",""
2 . ABDUL MANNAN HOSSAIN,M 51,GEN INC,460539,1356,461895
4 . MOINUL HASSAN AHAMED,M 45,GEN CPM,444135,2280,446415
1 . ALI MOHAMMAD,M 39,GEN AITC,43630,86,43716
8 . KHADIJA BANU,F 49,GEN IND,13671,15,13686
5 . ABDUR RASHID MONDAL,M 57,GEN PBRML,10441,5,10446
3 . ABDUL HANNAN SEIKH,M 37,GEN BSP,10007,6,10013
10 . BABITA HALDAR,F 34,SC IND,7501,2,7503
9 . DINESH MANDAL,M 28,SC IND,4793,0,4793
6 . MD.  SAHABUDDIN,M 44,GEN INL,4549,1,4550
7 . SYED NAWAB JANI MEERZA,M 65,GEN SP,4203,1,4204
"",TOTAL:,"",1003469,3752,1007221
Constituency  : 10 . BERHAMPORE,"","","","",""
1 . ADHIR RANJAN CHOWDHURY,M 48,GEN INC,506236,1859,508095
3 . PRAMOTHES MUKHERJEE,M 58,GEN RSP,407047,2147,409194
2 . TAPAS KUMAR CHATTERJEE,M 48,GEN BJP,41379,111,41490
9 . JYOTIRMOY THAKUR,M 39,GEN IND,9672,0,9672
6 . APURBA BANERJEE,M 50,GEN IND,6808,10,6818
4 . SUNIL KUMAR MONDAL,M 63,GEN BSP,5641,2,5643
7 . ASHIM ROY,M 35,SC IND,3797,1,3798
8 . KRISHNA PROSAD BISWAS,M 45,SC IND,3428,0,3428
5 . ASHOKE KUMAR SINGHA,M 50,GEN SP,3376,1,3377
"",TOTAL:,"",987384,4131,991515


WEST BENGAL,"","","","",""
Constituency  : 11 . KRISHNAGAR,"","","","",""
2 . JYOTIRMOYEE SIKDAR,F 35,GEN CPM,393736,3825,397561
4 . SATYA BRATA MOOKHERJEE,M 71,GEN BJP,374856,2318,377174
1 . ASIM KUMAR SAHA,M 53,GEN INC,95226,253,95479
5 . JAYASHREE CHAKRABORTY,F 49,GEN SP,12598,4,12602
8 . KHODA BOX SHAIKH,M 58,GEN IND,11336,2,11338
3 . MOZAMMEL HAQUE PAILE,M 49,GEN BSP,10017,7,10024
7 . UJJWAL MUKHERJEE,M 38,GEN IND,9301,0,9301
9 . PROFULLA BANERJEE,M 69,GEN IND,9299,1,9300
6 . BIMAN BISWAS,M 55,GEN CPI(ML)(L),7499,16,7515
"",TOTAL:,"",923868,6426,930294
Constituency  : 12 . NABADWIP (SC),"","","","",""
1 . ALAKESH DAS,M 40,SC CPM,556203,3973,560176
2 . NILIMA NAG ( MALLICK),F 44,SC AITC,548113,2072,550185
4 . HOWLADAR NRIPENDRA NATH,M 48,SC INC,24236,32,24268
3 . SATISH BISWAS,M 58,SC BSP,15694,25,15719
9 . BASU DEV BACHHAR,M 31,SC IND,11139,0,11139
8 . PARIMAL DHALI,M 36,SC IND,8317,1,8318
6 . GOPAL BISWAS,M 47,SC IND,3709,1,3710
7 . PARAMESH CHANDRA BISWAS,M 29,SC IND,2219,0,2219
5 . AMITOSH BISWAS,M 34,SC IND,2037,0,2037
"",TOTAL:,"",1171667,6104,1177771
Constituency  : 13 . BARASAT,"","","","",""
4 . SUBRATA BOSE,M 72,GEN AIFB,517118,3266,520384
3 . DR. RANJIT KUMAR PANJA,M 72,GEN AITC,507124,1100,508224
2 . PRABIR BANERJEE,M 56,GEN INC,60924,90,61014
1 . DULAL CHANDRA DAS,M 62,SC BSP,24332,35,24367
5 . WALIUR RAHAMAN,M 54,GEN SP,12132,0,12132
10 . SAMPATIA MUNDA,F 27,ST IND,7932,0,7932
9 . SANKAR GHOSH,M 50,GEN IND,6152,4,6156
7 . ANJAN ADHIKARY,M 33,SC IND,6029,2,6031
8 . ARUN BASU,M 64,GEN IND,3869,0,3869
6 . KABI ROY,M 40,GEN SAP,3050,1,3051
"",TOTAL:,"",1148662,4498,1153160
Constituency  : 14 . BASIRHAT,"","","","",""
1 . AJAY CHAKRABORTY,M 60,GEN CPI,461373,1232,462605
3 . SUJIT BOSE,M 41,GEN AITC,280285,236,280521
4 . SYED MD. NIZAMUDDIN,M 38,GEN INC,109516,113,109629
6 . MD. QUAMRUZZAMAN,M 30,GEN SP,25773,0,25773
8 . KARTICK CHANDRA SARKAR,M 55,GEN IND,12487,0,12487
2 . GOPAL DEBNATH,M 35,GEN BSP,7300,1,7301
5 . ASHRAFI HASSAN SHAHIDULLAH,M 47,GEN INL,4780,0,4780
7 . AJOY GHORA,M 38,GEN IND,4489,0,4489
"",TOTAL:,"",906003,1582,907585


WEST BENGAL,"","","","",""
Constituency  : 15 . JOYNAGAR (SC),"","","","",""
3 . SANAT KUMAR MANDAL,M 61,SC RSP,449706,337,450043
1 . ASIT BARAN THAKUR,M 61,SC BJP,219442,80,219522
5 . TARUN KANTI NASKAR,M 48,SC IND,90787,11,90798
4 . SUKRITI RANJAN BISWAS,M 49,SC RPI,21708,3,21711
6 . SANAT KUMAR DHALI,M 41,SC IND,14339,1,14340
2 . MEGHNATH HALDER,M 46,SC BSP,9917,3,9920
"",TOTAL:,"",805899,435,806334
Constituency  : 16 . MATHURAPUR (SC),"","","","",""
2 . BASUDEB BARMAN,M 68,SC CPM,438939,1923,440862
4 . RADHIKA RANJAN PRAMANIK,M 71,SC AITC,357552,1282,358834
3 . MONORANJAN HALDAR,M 60,SC INC,71548,152,71700
5 . PRAHLAD KUMAR PURKAIT,M 59,SC IND,16014,7,16021
1 . KANSARI MONDAL,M 36,SC BSP,12601,0,12601
6 . MIHIR KUMAR NASKAR,M 39,SC IND,7766,1,7767
"",TOTAL:,"",904420,3365,907785
Constituency  : 17 . DIAMOND HARBOUR,"","","","",""
3 . SAMIK LAHIRI,M 37,GEN CPM,429399,1491,430890
4 . SAUGATA ROY,M 56,GEN AITC,276614,492,277106
1 . DAULAT ALI SHEIKH,M 64,GEN INC,92807,52,92859
12 . SEKH  NASIR UDDIN,M 34,GEN IND,8427,0,8427
9 . ABDUR RAUF BAIDYA,M 55,GEN IND,5559,0,5559
5 . ZAMEERUL HASAN,M 46,GEN INL,4455,0,4455
11 . MAINUDDIN CHISTY,M 47,GEN IND,4001,0,4001
2 . DR. DHIREN MONDAL,M 66,SC BSP,3663,1,3664
10 . BECHU MONDAL,M 54,GEN IND,3411,0,3411
6 . MALA BANERJEE,F 50,GEN JUM,2592,0,2592
7 . SEKH  NAZRUL ISLAM,M 36,GEN SP,2139,0,2139
8 . AMIT SUNDAR PURKAIT,M 38,GEN IND,1437,0,1437
"",TOTAL:,"",834504,2036,836540
Constituency  : 18 . JADAVPUR,"","","","",""
4 . SUJAN CHAKRABORTY,M 44,GEN CPM,502914,2482,505396
3 . KRISHNA BOSE,F 72,GEN AITC,414933,795,415728
2 . PROF. OMPRAKASH MISHRA,M 43,GEN INC,66096,25,66121
11 . BANASREE CHAKRABORTY,F 48,GEN IND,10280,6,10286
1 . ARABINDU HALDER,M 62,SC BSP,6868,7,6875
5 . ANISUR RAHMAN,M 33,GEN INL,6372,2,6374
9 . TAPAS KUMAR HOWLADER,M 27,SC IND,3235,0,3235
8 . TAPAN SARKAR,M 31,SC IND,2603,0,2603
10 . BADAN BAIRAGI,M 31,SC IND,2320,0,2320
6 . ARUP GHOSH,M 39,GEN IND,1710,0,1710
7 . JIT NARAYAN SINGH,M 39,GEN IND,1667,0,1667
"",TOTAL:,"",1018998,3317,1022315


WEST BENGAL,"","","","",""
Constituency  : 19 . BARRACKPORE,"","","","",""
3 . TARIT BARAN TOPDAR,M 62,GEN CPM,441243,1805,443048
1 . ARJUN SINGH,M 42,GEN AITC,277643,334,277977
4 . DEBI GHOSAL,M 69,GEN INC,43687,63,43750
12 . SUBRATA BISWAS,M 48,GEN IND,9072,0,9072
2 . CHAPALA MAJUMDER,F 49,SC BSP,6467,6,6473
10 . TARKESHWAR SINGH,M 39,GEN IND,3920,0,3920
5 . AMAL KUMAR SEN,M 47,GEN IND,3068,3,3071
11 . DINESH KUMAR SHARMA,M 35,SC IND,1927,0,1927
6 . ARJUN PRASAD SINGH,M 50,GEN IND,1874,1,1875
9 . TAPAN SINHA,M 46,GEN IND,1466,0,1466
7 . ARJUN BAG,M 36,SC IND,947,0,947
8 . GANESH DAS,M 42,GEN IND,900,0,900
"",TOTAL:,"",792214,2212,794426
Constituency  : 20 . DUM DUM,"","","","",""
1 . AMITAVA NANDY,M 61,GEN CPM,616692,2633,619325
3 . TAPAN SIKDAR,M 61,GEN BJP,520476,597,521073
4 . TAPAS MAJUMDER,M 41,GEN INC,76806,48,76854
8 . SUBHANKAR NAG,M 28,GEN IND,10349,3,10352
2 . GOUTAM DAS,M 34,GEN BSP,9871,11,9882
5 . KRISHNENDU GOSWAMI,M 42,GEN SP,4358,0,4358
7 . AHINDRA BASU,M 51,GEN IND,3704,0,3704
6 . ADHIKARY BINOY,M 44,SC IND,2809,3,2812
"",TOTAL:,"",1245065,3295,1248360
Constituency  : 21 . CALCUTTA NORTH WES,T,"","","",""
3 . SUDHANGSHU SEAL,M 57,GEN CPM,151481,291,151772
2 . SUBRATA MUKHERJEE,M 56,GEN AITC,108658,110,108768
5 . BANDYOPADHYAY SUDIP,M 52,GEN IND,81906,46,81952
13 . SUDIP BANDYOPADHYAY,M 46,GEN IND,3426,24,3450
"14 . PROF. VIJAY K.  ARORA ""SAMYAK""",M 63,GEN IND,2664,2,2666
12 . SUDHIR KR. BISHRAM,M 50,SC IND,2199,2,2201
4 . ASHIM DAS,M 35,SC IND,2172,0,2172
1 . RIZWAN AHMAD SIDDIQUI,M 41,GEN BSP,2127,0,2127
11 . SUBRATA BANERJEE,M 49,GEN IND,1185,0,1185
6 . BIPLAB MUKHERJEE,M 57,GEN IND,1079,0,1079
10 . PANDEY RAMENDRA,M 42,GEN IND,969,0,969
7 . GOPAL CH. SAHA,M 28,SC IND,697,0,697
9 . LOK NATH SARAFF,M 63,GEN IND,640,0,640
8 . KAMALESH OJHA,M 40,GEN IND,439,0,439
"",TOTAL:,"",359642,475,360117


WEST BENGAL,"","","","",""
