Year,State,Constituency,Category,Total Electors,Total Voters,Poll Percentage,Total General Votes Secured,Total Postal Votes Secured,Total Votes Secured,Total General Valid Votes,Total Postal Valid Votes,Total Valid Votes,% of votes secured out of total electors,% of votes secured out of total votes polled
2009,Andhra Pradesh, Hindupur,GEN,1377610,,, 1022666 , 3723 , 1026389 ,,,, 7.45, 10.00
2009,Andhra Pradesh, Kadapa,GEN,1347716,,, 1020133 , 6152 , 1026285 ,,,, 3.81, 5.00
2009,Andhra Pradesh, Nellore,GEN,1450938,,, 997825 , 4594 , 1002419 ,,,, 6.28, 9.09
2009,Andhra Pradesh, Tirupati,SC,1464896,,, 1057584 , 3949 , 1061533 ,,,, 7.25, 10.00
2009,Andhra Pradesh, Rajampet,GEN,1311449,,, 991792 , 3856 , 995648 ,,,, 5.06, 6.67
2009,Andhra Pradesh, Chittoor,SC,1291921,,, 1042027 , 2411 , 1044438 ,,,, 11.55, 14.29
2009,Arunachal Pradesh, Arunachal West,ST,433368,,, 285702 , 8 , 285710 ,,,, 16.48, 25.00
2009,Arunachal Pradesh, Arunachal East,ST,301173,,, 214927 , 5 , 214932 ,,,, 17.84, 25.00
2009,Assam, Karimganj,SC,1068811,,, 685045 , 375 , 685420 ,,,, 4.28, 6.67
2009,Assam, Silchar,GEN,978510,,, 688474 , 72 , 688546 ,,,, 4.40, 6.25
2009,Assam, Autonomous District,ST,693407,,, 480325 , 231 , 480556 ,,,, 11.55, 16.67
2009,Assam, Dhubri,GEN,1371949,,, 1046917 , 66 , 1046983 ,,,, 7.63, 10.00
2009,Assam, Kokrajhar,ST,1377837,,, 1014507 , 277 , 1014784 ,,,, 24.55, 33.33
2009,Assam, Barpeta,GEN,1239607,,, 900040 , 1129 , 901169 ,,,, 5.19, 7.14
2009,Assam, Gauhati,GEN,1723860,,, 1108629 , 198 , 1108827 ,,,, 5.36, 8.33
2009,Assam, Mangaldoi,GEN,1416682,,, 988377 , 156 , 988533 ,,,, 5.37, 7.69
2009,Assam, Tezpur,GEN,1210132,,, 842393 , 621 , 843014 ,,,, 4.64, 6.67
2009,Assam, Nowgong,GEN,1411331,,, 999113 , 313 , 999426 ,,,, 5.45, 7.69
2009,Assam, Kaliabor,GEN,1348371,,, 959728 , 835 , 960563 ,,,, 8.90, 12.50
2009,Assam, Jorhat,GEN,1182349,,, 761663 , 1792 , 763455 ,,,, 8.07, 12.50
2009,Assam, Dibrugarh,GEN,1114965,,, 749676 , 598 , 750274 ,,,, 6.73, 10.00
2009,Assam, Lakhimpur,GEN,1332518,,, 909190 , 431 , 909621 ,,,, 4.55, 6.67
2009,Bihar, Valmiki Nagar,GEN,1275653,,, 598437 , 10 , 598447 ,,,, 2.93, 6.25
2009,Bihar, Paschim Champaran,GEN,1220868,,, 515464 , 13 , 515477 ,,,, 3.84, 9.09
2009,Bihar, Purvi Champaran,GEN,1187264,,, 481874 , 0 , 481874 ,,,, 3.38, 8.33
2009,Bihar, Sheohar,GEN,1269056,,, 572269 , 0 , 572269 ,,,, 3.01, 6.67
2009,Bihar, Sitamarhi,GEN,1355817,,, 576724 , 24 , 576748 ,,,, 2.66, 6.25
2009,Bihar, Madhubani,GEN,1397256,,, 556536 , 18 , 556554 ,,,, 2.85, 7.14
2009,Bihar, Jhanjharpur,GEN,1418977,,, 607833 , 1 , 607834 ,,,, 3.89, 9.09
2009,Bihar, Supaul,GEN,1279549,,, 697636 , 23 , 697659 ,,,, 3.41, 6.25
2009,Bihar, Araria,GEN,1311225,,, 730453 , 3 , 730456 ,,,, 2.23, 4.00
2009,Bihar, Kishanganj,GEN,1186369,,, 626914 , 0 , 626914 ,,,, 3.52, 6.67
2009,Bihar, Katihar,GEN,1272769,,, 724662 , 140 , 724802 ,,,, 3.56, 6.25
2009,Bihar, Purnia,GEN,1305396,,, 704638 , 114 , 704752 ,,,, 2.70, 5.00
2009,Bihar, Madhepura,GEN,1508361,,, 756432 , 18 , 756450 ,,,, 2.95, 5.88
2009,Bihar, Darbhanga,GEN,1307067,,, 545700 , 13 , 545713 ,,,, 2.98, 7.14
2009,Bihar, Muzaffarpur,GEN,1339949,,, 621747 , 66 , 621813 ,,,, 1.93, 4.17
2009,Bihar, Vaishali,GEN,1278891,,, 624830 , 29 , 624859 ,,,, 4.07, 8.33
2009,Bihar, Gopalganj,SC,1349072,,, 504602 , 10 , 504612 ,,,, 2.34, 6.25
2009,Bihar, Siwan,GEN,1282480,,, 641578 , 332 , 641910 ,,,, 3.34, 6.67
2009,Bihar, Maharajganj,GEN,1312219,,, 599527 , 2 , 599529 ,,,, 3.51, 7.69
2009,Bihar, Saran,GEN,1268338,,, 580822 , 7 , 580829 ,,,, 3.82, 8.33
2009,Bihar, Hajipur,SC,1327075,,, 555089 , 18 , 555107 ,,,, 3.80, 9.09
2009,Bihar, Ujiarpur,GEN,1229327,,, 564125 , 74 , 564199 ,,,, 2.09, 4.55
2009,Bihar, Samastipur,SC,1312948,,, 584702 , 41 , 584743 ,,,, 4.05, 9.09
2009,Bihar, Begusarai,GEN,1473263,,, 718090 , 175 , 718265 ,,,, 2.57, 5.26
2009,Bihar, Khagaria,GEN,1342970,,, 624970 , 11 , 624981 ,,,, 2.59, 5.56
2009,Bihar, Bhagalpur,GEN,1433346,,, 629063 , 15 , 629078 ,,,, 2.09, 4.76
2009,Bihar, Banka,GEN,1338025,,, 652208 , 0 , 652208 ,,,, 3.05, 6.25
2009,Bihar, Munger,GEN,1564604,,, 650967 , 36 , 651003 ,,,, 2.08, 5.00
2009,Bihar, Nalanda,GEN,1719503,,, 568201 , 18 , 568219 ,,,, 1.32, 4.00
2009,Bihar, Patna Sahib,GEN,1641976,,, 552293 , 123 , 552416 ,,,, 2.10, 6.25
2009,Bihar, Pataliputra,GEN,1526241,,, 628179 , 104 , 628283 ,,,, 2.57, 6.25
2009,Bihar, Arrah,GEN,1555122,,, 556279 , 72 , 556351 ,,,, 2.24, 6.25
2009,Bihar, Buxar,GEN,1340892,,, 623561 , 54 , 623615 ,,,, 2.11, 4.55
2009,Bihar, Sasaram,SC,1402789,,, 599031 , 0 , 599031 ,,,, 2.67, 6.25
2009,Bihar, Karakat,GEN,1386634,,, 576626 , 414 , 577040 ,,,, 2.60, 6.25
2009,Bihar, Jahanabad,GEN,1276912,,, 599177 , 23 , 599200 ,,,, 1.88, 4.00
2009,Bihar, Aurangabad,GEN,1376323,,, 598284 , 25 , 598309 ,,,, 2.72, 6.25
2009,Bihar, Gaya,SC,1329192,,, 564178 , 5 , 564183 ,,,, 2.65, 6.25
2009,Bihar, Nawada,GEN,1397512,,, 581575 , 8 , 581583 ,,,, 1.98, 4.76
2009,Bihar, Jamui,SC,1404016,,, 535252 , 30 , 535282 ,,,, 2.01, 5.26
2009,Goa, North Goa,GEN,486983,,, 292063 , 232 , 292295 ,,,, 8.57, 14.29
2009,Goa, South Goa,GEN,533811,,, 271697 , 263 , 271960 ,,,, 4.63, 9.09
2009,Gujarat, Kachchh,SC,1325614,,, 563896 , 112 , 564008 ,,,, 2.50, 5.88
2009,Gujarat, Banaskantha,GEN,1296871,,, 646171 , 60 , 646231 ,,,, 3.32, 6.67
2009,Gujarat, Patan,GEN,1417623,,, 633178 , 9 , 633187 ,,,, 2.79, 6.25
2009,Gujarat, Mahesana,GEN,1393970,,, 692620 , 52 , 692672 ,,,, 4.14, 8.33
2009,Gujarat, Sabarkantha,GEN,1452240,,, 717585 , 29 , 717614 ,,,, 4.12, 8.33
2009,Gujarat, Gandhinagar,GEN,1555709,,, 790369 , 368 , 790737 ,,,, 2.68, 5.26
2009,Gujarat, Ahmedabad East,GEN,1411761,,, 597298 , 89 , 597387 ,,,, 2.35, 5.56
2009,Gujarat, Ahmedabad West,SC,1431080,,, 690050 , 23 , 690073 ,,,, 3.01, 6.25
2009,Gujarat, Surendranagar,GEN,1475820,,, 586299 , 18 , 586317 ,,,, 1.99, 5.00
2009,Gujarat, Rajkot,GEN,1455072,,, 649404 , 202 , 649606 ,,,, 1.65, 3.70
2009,Gujarat, Porbandar,GEN,1385818,,, 660537 , 116 , 660653 ,,,, 6.81, 14.29
2009,Gujarat, Jamnagar,GEN,1298599,,, 594563 , 23 , 594586 ,,,, 2.08, 4.55
2009,Gujarat, Junagadh,GEN,1313064,,, 759949 , 71 , 760020 ,,,, 3.62, 6.25
2009,Gujarat, Amreli,GEN,1312733,,, 524600 , 21 , 524621 ,,,, 2.50, 6.25
2009,Gujarat, Bhavnagar,GEN,1381619,,, 623243 , 58 , 623301 ,,,, 2.82, 6.25
2009,Gujarat, Anand,GEN,1397162,,, 676077 , 6 , 676083 ,,,, 3.23, 6.67
2009,Gujarat, Kheda,GEN,1448571,,, 602335 , 328 , 602663 ,,,, 4.62, 11.11
2009,Gujarat, Panchmahal,GEN,1423385,,, 606627 , 30 , 606657 ,,,, 8.52, 20.00
2009,Gujarat, Dahod,ST,1194821,,, 534423 , 0 , 534423 ,,,, 6.39, 14.29
2009,Gujarat, Vadodara,GEN,1524060,,, 747057 , 72 , 747129 ,,,, 7.00, 14.29
2009,Gujarat, Chhota Udaipur,ST,1412306,,, 765195 , 22 , 765217 ,,,, 13.55, 25.00
2009,Gujarat, Bharuch,GEN,1311539,,, 749417 , 3 , 749420 ,,,, 3.81, 6.67
2009,Gujarat, Bardoli,ST,1440215,,, 832378 , 164 , 832542 ,,,, 4.82, 8.33
2009,Gujarat, Surat,GEN,1420969,,, 695773 , 23 , 695796 ,,,, 3.26, 6.67
2009,Gujarat, Navsari,GEN,1623415,,, 757514 , 37 , 757551 ,,,, 3.33, 7.14
2009,Gujarat, Valsad,ST,1380245,,, 774397 , 32 , 774429 ,,,, 8.02, 14.29
2009,Haryana, Ambala,SC,1264907,,, 866453 , 169 , 866622 ,,,, 9.79, 14.29
2009,Haryana, Kurukshetra,GEN,1166684,,, 875322 , 132 , 875454 ,,,, 5.36, 7.14
2009,Haryana, Sirsa,SC,1309507,,, 980891 , 348 , 981239 ,,,, 5.00, 6.67
2009,Haryana, Hisar,GEN,1194689,,, 828201 , 260 , 828461 ,,,, 1.82, 2.63
2009,Haryana, Karnal,GEN,1216977,,, 810946 , 83 , 811029 ,,,, 2.90, 4.35
2009,Haryana, Sonipat,GEN,1099978,,, 712060 , 198 , 712258 ,,,, 3.08, 4.76
2009,Haryana, Rohtak,GEN,1274972,,, 835533 , 392 , 835925 ,,,, 4.10, 6.25
2009,Haryana, Bhiwani Mahendragarh,GEN,1212513,,, 863493 , 899 , 864392 ,,,, 2.46, 3.45
2009,Haryana, Gurgaon,GEN,1244437,,, 755954 , 282 , 756236 ,,,, 2.53, 4.17
2009,Haryana, Faridabad,GEN,1103046,,, 624889 , 48 , 624937 ,,,, 2.46, 4.35
2009,Himachal Pradesh, Kangra,GEN,1200165,,, 661230 , 617 , 661847 ,,,, 5.51, 10.00
2009,Himachal Pradesh, Mandi,GEN,1112524,,, 712216 , 810 , 713026 ,,,, 10.68, 16.67
2009,Himachal Pradesh, Hamirpur,GEN,1187377,,, 697454 , 1285 , 698739 ,,,, 7.36, 12.50
2009,Himachal Pradesh, Shimla,SC,1106608,,, 616558 , 120 , 616678 ,,,, 7.96, 14.29
2009,Jammu & Kashmir, Baramulla,GEN,1054496,,, 441234 , 0 , 441234 ,,,, 3.22, 7.69
2009,Jammu & Kashmir, Srinagar,GEN,1106729,,, 282753 , 8 , 282761 ,,,, 1.70, 6.67
2009,Jammu & Kashmir, Anantnag,GEN,1176223,,, 318726 , 0 , 318726 ,,,, 2.08, 7.69
2009,Jammu & Kashmir, Ladakh,ST,152491,,, 107996 , 1579 , 109575 ,,,, 14.37, 20.00
2009,Jammu & Kashmir, Udhampur,ST,1363060,,, 611510 , 215 , 611725 ,,,, 3.21, 7.14
2009,Jammu & Kashmir, Jammu,GEN,1719897,,, 842662 , 652 , 843314 ,,,, 2.33, 4.76
2009,Karnataka, Chikkodi,GEN,1284427,,, 867122 , 680 , 867802 ,,,, 9.65, 14.29
2009,Karnataka, Belgaum,GEN,1378238,,, 753579 , 982 , 754561 ,,,, 5.47, 10.00
2009,Karnataka, Bagalkot,GEN,1363359,,, 859758 , 170 , 859928 ,,,, 3.71, 5.88
2009,Karnataka, Bijapur,SC,1373604,,, 649599 , 32 , 649631 ,,,, 4.73, 10.00
2009,Karnataka, Gulbarga,SC,1543771,,, 759094 , 291 , 759385 ,,,, 4.92, 10.00
2009,Karnataka, Raichur,ST,1486326,,, 682056 , 208 , 682264 ,,,, 5.74, 12.50
2009,Karnataka, Bidar,GEN,1470507,,, 779126 , 115 , 779241 ,,,, 1.96, 3.70
2009,Karnataka, Koppal,GEN,1363431,,, 754509 , 175 , 754684 ,,,, 3.08, 5.56
2009,Karnataka, Bellary,ST,1401258,,, 860787 , 82 , 860869 ,,,, 8.78, 14.29
2009,Karnataka, Haveri,GEN,1371763,,, 871908 , 333 , 872241 ,,,, 5.30, 8.33
2009,Karnataka, Dharwad,GEN,1411500,,, 797852 , 362 , 798214 ,,,, 3.53, 6.25
2009,Karnataka, Uttara Kannada,GEN,1286556,,, 759752 , 523 , 760275 ,,,, 5.37, 9.09
2009,Karnataka, Davanagere,GEN,1344920,,, 907247 , 30 , 907277 ,,,, 2.41, 3.57
2009,Karnataka, Shimoga,GEN,1435908,,, 953972 , 435 , 954407 ,,,, 5.54, 8.33
2009,Karnataka, Udupi Chikmagalur,GEN,1224335,,, 833792 , 936 , 834728 ,,,, 7.58, 11.11
2009,Karnataka, Hassan,GEN,1417213,,, 980134 , 214 , 980348 ,,,, 5.32, 7.69
2009,Karnataka, Dakshina Kannada,GEN,1364641,,, 1015498 , 424 , 1015922 ,,,, 6.77, 9.09
2009,Karnataka, Chitradurga,SC,1534169,,, 835182 , 763 , 835945 ,,,, 4.95, 9.09
2009,Karnataka, Tumkur,GEN,1388773,,, 899369 , 415 , 899784 ,,,, 6.48, 10.00
2009,Karnataka, Mandya,GEN,1499744,,, 1031489 , 214 , 1031703 ,,,, 5.73, 8.33
2009,Karnataka, Mysore,GEN,1653991,,, 972948 , 930 , 973878 ,,,, 4.91, 8.33
2009,Karnataka, Chamarajanagar,SC,1433825,,, 973593 , 100 , 973693 ,,,, 4.85, 7.14
2009,Karnataka, Bangalore Rural,GEN,1904135,,, 1102606 , 227 , 1102833 ,,,, 3.86, 6.67
2009,Karnataka, Bangalore North,GEN,2144091,,, 1001585 , 72 , 1001657 ,,,, 1.67, 3.57
2009,Karnataka, Bangalore central,GEN,1901346,,, 846821 , 161 , 846982 ,,,, 1.20, 2.70
2009,Karnataka, Bangalore South,GEN,2031030,,, 908147 , 443 , 908590 ,,,, 2.24, 5.00
2009,Karnataka, Chikkballapur,GEN,1437155,,, 978327 , 283 , 978610 ,,,, 3.40, 5.00
2009,Karnataka, Kolar,SC,1340923,,, 925986 , 1275 , 927261 ,,,, 3.14, 4.55
2009,Kerala, Kasaragod,GEN,1113892,,, 845592 , 1504 , 847096 ,,,, 10.86, 14.29
2009,Kerala, Kannur,GEN,1069725,,, 860509 , 3323 , 863832 ,,,, 8.97, 11.11
2009,Kerala, Vadakara,GEN,1071171,,, 859047 , 3797 , 862844 ,,,, 10.07, 12.50
2009,Kerala, Wayanad,GEN,1102097,,, 822144 , 1550 , 823694 ,,,, 5.75, 7.69
2009,Kerala, Kozhikode,GEN,1053817,,, 794678 , 2900 , 797578 ,,,, 4.73, 6.25
2009,Kerala, Malappuram,GEN,1019713,,, 781429 , 1801 , 783230 ,,,, 19.20, 25.00
2009,Kerala, Ponnani,GEN,997075,,, 768462 , 956 , 769418 ,,,, 5.94, 7.69
2009,Kerala, Palakkad,GEN,1074818,,, 788262 , 1386 , 789648 ,,,, 7.35, 10.00
2009,Kerala, Alathur,SC,1100843,,, 826887 , 1689 , 828576 ,,,, 8.36, 11.11
2009,Kerala, Thrissur,GEN,1174161,,, 814473 , 1389 , 815862 ,,,, 6.32, 9.09
2009,Kerala, Chalakudy,GEN,1075390,,, 791085 , 1682 , 792767 ,,,, 6.70, 9.09
2009,Kerala, Ernakulam,GEN,1023053,,, 743755 , 1114 , 744869 ,,,, 7.28, 10.00
2009,Kerala, Idukki,GEN,1062849,,, 784426 , 1475 , 785901 ,,,, 7.39, 10.00
2009,Kerala, Kottayam,GEN,1095242,,, 805531 , 2289 , 807820 ,,,, 3.69, 5.00
2009,Kerala, Alappuzha,GEN,1147162,,, 904451 , 3526 , 907977 ,,,, 13.19, 16.67
2009,Kerala, Mavelikkara,SC,1142993,,, 801098 , 2704 , 803802 ,,,, 10.05, 14.29
2009,Kerala, Pathanamthitta,GEN,1213370,,, 795863 , 1291 , 797154 ,,,, 5.47, 8.33
2009,Kerala, Kollam,GEN,1108686,,, 749013 , 3108 , 752121 ,,,, 6.17, 9.09
2009,Kerala, Attingal,GEN,1091432,,, 720734 , 2311 , 723045 ,,,, 4.73, 7.14
2009,Kerala, Thiruvananthapuram,GEN,1122047,,, 734983 , 2658 , 737641 ,,,, 4.11, 6.25
2009,Madhya Pradesh, MORENA,SC,1339897,,, 710609 , 57 , 710666 ,,,, 2.21, 4.17
2009,Madhya Pradesh, BHIND,SC,1364411,,, 523734 , 57 , 523791 ,,,, 2.95, 7.69
2009,Madhya Pradesh, GWALIOR,GEN,1420728,,, 583874 , 322 , 584196 ,,,, 1.79, 4.35
2009,Madhya Pradesh, GUNA,GEN,1202772,,, 649205 , 633 , 649838 ,,,, 3.00, 5.56
2009,Madhya Pradesh, SAGAR,GEN,1185166,,, 570290 , 31 , 570321 ,,,, 4.01, 8.33
2009,Madhya Pradesh, TIKAMGARH,SC,1209553,,, 524814 , 366 , 525180 ,,,, 2.55, 5.88
2009,Madhya Pradesh, DAMOH,GEN,1357985,,, 598893 , 231 , 599124 ,,,, 2.10, 4.76
2009,Madhya Pradesh, KHAJURAHO,GEN,1349511,,, 583024 , 59 , 583083 ,,,, 2.88, 6.67
2009,Madhya Pradesh, SATNA,GEN,1207500,,, 659261 , 344 , 659605 ,,,, 2.60, 4.76
2009,Madhya Pradesh, REWA,GEN,1248727,,, 603514 , 127 , 603641 ,,,, 3.22, 6.67
2009,Madhya Pradesh, SIDHI,GEN,1358291,,, 675678 , 129 , 675807 ,,,, 4.52, 9.09
2009,Madhya Pradesh, SHAHDOL,ST,1272377,,, 629207 , 165 , 629372 ,,,, 6.18, 12.50
2009,Madhya Pradesh, JABALPUR,GEN,1446345,,, 633490 , 3 , 633493 ,,,, 3.98, 9.09
2009,Madhya Pradesh, MANDLA,ST,1528061,,, 858910 , 649 , 859559 ,,,, 4.02, 7.14
2009,Madhya Pradesh, BALAGHAT,GEN,1339239,,, 756146 , 395 , 756541 ,,,, 3.14, 5.56
2009,Madhya Pradesh, CHHINDWARA,GEN,1154249,,, 829261 , 33 , 829294 ,,,, 2.57, 3.57
2009,Madhya Pradesh, HOSHANGABAD,GEN,1297404,,, 709945 , 1284 , 711229 ,,,, 5.48, 10.00
2009,Madhya Pradesh, VIDISHA,GEN,1233394,,, 555780 , 348 , 556128 ,,,, 5.64, 12.50
2009,Madhya Pradesh, BHOPAL,GEN,1461714,,, 658402 , 438 , 658840 ,,,, 1.96, 4.35
2009,Madhya Pradesh, RAJGARH,GEN,1261062,,, 649174 , 1170 , 650344 ,,,, 5.73, 11.11
2009,Madhya Pradesh, DEWAS,SC,1297313,,, 778156 , 4772 , 782928 ,,,, 6.03, 10.00
2009,Madhya Pradesh, UJJAIN,SC,1253686,,, 667426 , 127 , 667553 ,,,, 5.92, 11.11
2009,Madhya Pradesh, MANDSOUR,SC,1371067,,, 765178 , 298 , 765476 ,,,, 4.65, 8.33
2009,Madhya Pradesh, RATLAM,ST,1251597,,, 637180 , 249 , 637429 ,,,, 5.09, 10.00
2009,Madhya Pradesh, DHAR,ST,1197172,,, 654450 , 286 , 654736 ,,,, 4.97, 9.09
2009,Madhya Pradesh, INDORE,GEN,1570094,,, 796531 , 379 , 796910 ,,,, 2.82, 5.56
2009,Madhya Pradesh, KHARGONE,ST,1263778,,, 760327 , 228 , 760555 ,,,, 5.47, 9.09
2009,Madhya Pradesh, KHANDWA,GEN,1355325,,, 811881 , 533 , 812414 ,,,, 4.61, 7.69
2009,Madhya Pradesh, BETUL,ST,1286761,,, 636532 , 23 , 636555 ,,,, 3.09, 6.25
2009,Maharashtra, Nandurbar,ST,1455543,,, 766019 , 221 , 766240 ,,,, 7.52, 14.29
2009,Maharashtra, Dhule,GEN,1575225,,, 669074 , 832 , 669906 ,,,, 2.84, 6.67
2009,Maharashtra, Jalgaon,GEN,1549391,,, 656334 , 233 , 656567 ,,,, 3.26, 7.69
2009,Maharashtra, Raver,GEN,1418691,,, 719794 , 212 , 720006 ,,,, 2.67, 5.26
2009,Maharashtra, Buldhana,GEN,1382736,,, 852093 , 1040 , 853133 ,,,, 4.11, 6.67
2009,Maharashtra, Akola,GEN,1480606,,, 737613 , 1342 , 738955 ,,,, 4.54, 9.09
2009,Maharashtra, Amravati,SC,1423855,,, 732345 , 147 , 732492 ,,,, 2.34, 4.55
2009,Maharashtra, Wardha,GEN,1408781,,, 768414 , 718 , 769132 ,,,, 3.41, 6.25
2009,Maharashtra, Ramtek,SC,1502900,,, 764232 , 480 , 764712 ,,,, 2.54, 5.00
2009,Maharashtra, Nagpur,GEN,1738920,,, 754709 , 660 , 755369 ,,,, 1.61, 3.70
2009,Maharashtra, Bhandara gondiya,SC,1450477,,, 1028664 , 2086 , 1030750 ,,,, 3.38, 4.76
2009,Maharashtra, Gadchiroli Chimur,ST,1285387,,, 836039 , 1208 , 837247 ,,,, 5.92, 9.09
2009,Maharashtra, Chandrapur,GEN,1536352,,, 897606 , 909 , 898515 ,,,, 2.54, 4.35
2009,Maharashtra, Yavatmal Washim,GEN,1554042,,, 839370 , 694 , 840064 ,,,, 1.93, 3.57
2009,Maharashtra, Hingoli,GEN,1369774,,, 817278 , 189 , 817467 ,,,, 5.43, 9.09
2009,Maharashtra, Nanded,GEN,1439015,,, 774234 , 356 , 774590 ,,,, 2.45, 4.55
2009,Maharashtra, Parbhani,GEN,1610088,,, 870667 , 59 , 870726 ,,,, 2.85, 5.26
2009,Maharashtra, Jalna,GEN,1426255,,, 797037 , 90 , 797127 ,,,, 2.94, 5.26
2009,Maharashtra, Aurangabad,GEN,1417964,,, 730736 , 411 , 731147 ,,,, 2.34, 4.55
2009,Maharashtra, Dindori,ST,1432938,,, 681610 , 13 , 681623 ,,,, 5.29, 11.11
2009,Maharashtra, Nashik,GEN,1448414,,, 656853 , 39 , 656892 ,,,, 3.78, 8.33
2009,Maharashtra, Palghar,ST,1523061,,, 732572 , 15 , 732587 ,,,, 6.01, 12.50
2009,Maharashtra, Bhiwandi,GEN,1483176,,, 584230 , 33 , 584263 ,,,, 2.46, 6.25
2009,Maharashtra, Kalyan,GEN,1588507,,, 544799 , 29 , 544828 ,,,, 1.71, 5.00
2009,Maharashtra, Thane,GEN,1806803,,, 749830 , 43 , 749873 ,,,, 1.38, 3.33
2009,Maharashtra, Mumbai North,GEN,1608924,,, 684998 , 24 , 685022 ,,,, 1.85, 4.35
2009,Maharashtra, Mumbai North West,GEN,1604992,,, 706942 , 192 , 707134 ,,,, 2.10, 4.76
2009,Maharashtra, Mumbai North East,GEN,1572890,,, 667825 , 79 , 667904 ,,,, 2.65, 6.25
2009,Maharashtra, Mumbai North central,GEN,1681985,,, 664628 , 19 , 664647 ,,,, 2.08, 5.26
2009,Maharashtra, Mumbai South central,GEN,1515899,,, 598805 , 40 , 598845 ,,,, 1.72, 4.35
2009,Maharashtra, MumbaiSouth,GEN,1589811,,, 641543 , 28 , 641571 ,,,, 2.02, 5.00
2009,Maharashtra, Raigad,GEN,1359830,,, 765159 , 2207 , 767366 ,,,, 8.06, 14.29
2009,Maharashtra, Maval,GEN,1604886,,, 716555 , 1061 , 717616 ,,,, 2.48, 5.56
2009,Maharashtra, Pune,GEN,1806953,,, 734370 , 271 , 734641 ,,,, 1.13, 2.78
2009,Maharashtra, Baramati,GEN,1593460,,, 732568 , 1480 , 734048 ,,,, 2.71, 5.88
2009,Maharashtra, Shirur,GEN,1630466,,, 837355 , 1373 , 838728 ,,,, 4.68, 9.09
2009,Maharashtra, Ahmadnagar,GEN,1517951,,, 786457 , 523 , 786980 ,,,, 3.46, 6.67
2009,Maharashtra, Shirdi,SC,1317890,,, 663678 , 203 , 663881 ,,,, 2.96, 5.88
2009,Maharashtra, Beed,GEN,1637239,,, 1073908 , 75 , 1073983 ,,,, 3.12, 4.76
2009,Maharashtra, Osmanabad,GEN,1608852,,, 924131 , 416 , 924547 ,,,, 2.30, 4.00
2009,Maharashtra, Latur,SC,1509987,,, 829106 , 287 , 829393 ,,,, 3.05, 5.56
2009,Maharashtra, Solapur,SC,1594138,,, 742992 , 230 , 743222 ,,,, 3.59, 7.69
2009,Maharashtra, Madha,GEN,1558442,,, 919030 , 341 , 919371 ,,,, 3.93, 6.67
2009,Maharashtra, Sangli,GEN,1490571,,, 774862 , 1968 , 776830 ,,,, 3.72, 7.14
2009,Maharashtra, Satara,SC,1546146,,, 816259 , 387 , 816646 ,,,, 10.56, 20.00
2009,Maharashtra, Ratnagiri sindhudurg,GEN,1252255,,, 717586 , 1135 , 718721 ,,,, 6.38, 11.11
2009,Maharashtra, Kolhapur,ST,1583030,,, 1024886 , 2916 , 1027802 ,,,, 6.49, 10.00
2009,Maharashtra, Hatkanangle,GEN,1458560,,, 976639 , 1563 , 978202 ,,,, 6.71, 10.00
2009,Manipur, Inner manipur,GEN,826755,,, 583105 , 113 , 583218 ,,,, 10.08, 14.29
2009,Manipur, Outer manipur,ST,909496,,, 756072 , 109 , 756181 ,,,, 9.24, 11.11
2009,Meghalaya, Shillong,ST,771965,,, 480290 , 89 , 480379 ,,,, 8.89, 14.29
2009,Meghalaya, Tura,ST,505774,,, 342165 , 22 , 342187 ,,,, 16.91, 25.00
2009,Mizoram, MIZORAM,ST,629374,,, 318996 , 6995 , 325991 ,,,, 12.95, 25.00
2009,Nagaland, Nagaland,ST,1321878,,, 1189391 , 210 , 1189601 ,,,, 30.00, 33.33
2009,Orissa, Bargarh,GEN,1320274,,, 919484 , 141 , 919625 ,,,, 11.61, 16.67
2009,Orissa, Sundargarh,ST,1248955,,, 764967 , 1775 , 766742 ,,,, 6.82, 11.11
2009,Orissa, Sambalpur,GEN,1233251,,, 800185 , 235 , 800420 ,,,, 9.27, 14.29
2009,Orissa, Keonjhar,ST,1265225,,, 891166 , 580 , 891746 ,,,, 10.07, 14.29
2009,Orissa, Mayurbhanj,ST,1173650,,, 822869 , 1885 , 824754 ,,,, 7.03, 10.00
2009,Orissa, Balasore,SC,1269342,,, 891925 , 337 , 892262 ,,,, 7.81, 11.11
2009,Orissa, Bhadrak,SC,1372356,,, 928792 , 370 , 929162 ,,,, 11.28, 16.67
2009,Orissa, Jajpur,SC,1227088,,, 816297 , 811 , 817108 ,,,, 8.32, 12.50
2009,Orissa, Dhenkanal,GEN,1283608,,, 856541 , 90 , 856631 ,,,, 13.35, 20.00
2009,Orissa, Bolangir,GEN,1443484,,, 1011824 , 198 , 1012022 ,,,, 14.02, 20.00
2009,Orissa, Kalahandi,GEN,1421959,,, 976291 , 2102 , 978393 ,,,, 8.60, 12.50
2009,Orissa, Nabarangpur,ST,1215653,,, 791804 , 131 , 791935 ,,,, 16.29, 25.00
2009,Orissa, Kandhamal,GEN,1065279,,, 707390 , 358 , 707748 ,,,, 7.38, 11.11
2009,Orissa, Cuttack,GEN,1283576,,, 813356 , 143 , 813499 ,,,, 9.05, 14.29
2009,Orissa, Kendrapara,GEN,1434425,,, 983002 , 8 , 983010 ,,,, 8.57, 12.50
2009,Orissa, Jagatsinghpur,SC,1455406,,, 983245 , 68 , 983313 ,,,, 13.51, 20.00
