Year,State,Constituency,State_Code,Constituency_Number,Category,Candidates_Nominated_Men,Candidates_Nominated_Women,Candidates_Nominated_Others,Candidates_Nominated_Total,Nominations_Rejected_Men,Nominations_Rejected_Women,Nominations_Rejected_Others,Nominations_Rejected_Total,Candidates_Withdrawn_Men,Candidates_Withdrawn_Women,Candidates_Withdrawn_Others,Candidates_Withdrawn_Total,Contested_Men,Contested_Women,Contested_Others,Contested_Total,Forfeited_Men,Forfeited_Women,Forfeited_Others,Forfeited_Total,General_Electors_Men,General_Electors_Women,General_Electors_Others,General_Electors_Total,Overseas_Electors_Men,Overseas_Electors_Women,Overseas_Electors_Others,Overseas_Electors_Total,Service_Electors_Men,Service_Electors_Women,Service_Electors_Others,Service_Electors_Total,Total_Electors_Men,Total_Electors_Women,Total_Electors_Others,Total_Electors,General_Voters_Men,General_Voters_Women,General_Voters_Others,General_Voters_Total,Overseas_Voters_Men,Overseas_Voters_Women,Overseas_Electors_Others,Overseas_Voters_Total,Proxy_Voters,Postal_Voters_Men,Postal_Voters_Women,Postal_Voters_Total,Total_Voters_Men,Total_Voters_Women,Total_Voters,Total Votes Polled,Rejected_Votes,Votes Rejected Due To Other Reason,% of Votes Rejected,Rejected_Votes_Postal,Polling_Percentage_Men,Polling_Percentage_Women,Polling_Percentage_Total,Votes Not Retrieved From EVM,TOTAL VOTES POLLED ON EVM,TOTAL DEDUCTED VOTES FROM EVM,TOTAL VALID VOTES POLLED ON EVM,POSTAL VOTES COUNTED,POSTAL VOTES DEDUCTED,VALID POSTAL VOTES,Valid Votes,Total_Valid_Votes_Polled,TEST VOTES POLLED ON EVM,VOTES POLLED FOR NOTA,Missing_Votes,Ballot_Paper_Set_Apart,Tendered_Votes,Polling_Stations,Avg_Per_Polling_Station,Re-Poll_Stations
1998, UTTAR PRADESH, Bara Banki,S24,29,SC,13,0,,13,1,0,,1,1,0,,1,11,0,,11,8,0,,8,603550,503451,,1107001,,,,,69,47,,116,603619,503498,,1107117,374379,207861,,582240,,,,,,33,9,42,374412,207870,582282,582282,7950,,1.37,,,,52.59,,,,,,,,574168,,,,164,,19,1361,813,
1998, UTTAR PRADESH, Kaiserganj,S24,30,GEN,18,0,,18,1,0,,1,1,0,,1,16,0,,16,13,0,,13,610116,499186,,1109302,,,,,26,17,,43,610142,499203,,1109345,409318,270016,,679334,,,,,,,,4,409322,270016,679338,679338,12114,,1.78,,,,61.24,,,,,,,,667224,,,,0,,0,1321,840,
1998, UTTAR PRADESH, Bahraich,S24,31,GEN,12,0,,12,0,0,,0,0,0,,0,12,0,,12,9,0,,9,664880,543992,,1208872,,,,,25,14,,39,664905,544006,,1208911,408201,258727,,666928,,,,,,,,16,408217,258727,666944,666944,13027,,1.95,,,,55.17,,,,,,,,653917,,,,0,,0,1411,857,
1998, UTTAR PRADESH, Balrampur,S24,32,GEN,13,0,,13,0,0,,0,0,0,,0,13,0,,13,11,0,,11,628486,523807,,1152293,,,,,11,7,,18,628497,523814,,1152311,377183,308604,,685787,,,,,,,,3,377186,308604,685790,685790,11021,,1.61,,,,59.51,,,,,,,,674769,,,,0,,0,1436,802,
1998, UTTAR PRADESH, Gonda,S24,33,GEN,25,1,,26,3,0,,3,0,0,,0,22,1,,23,20,1,,21,643198,526326,,1169524,,,,,106,45,,151,643304,526371,,1169675,334022,291139,,625161,,,,,,,,26,334048,291139,625187,625187,14028,,2.24,,,,53.45,,,,,,,,611159,,,,0,,0,1428,819,
1998, UTTAR PRADESH, Basti,S24,34,SC,10,0,,10,2,0,,2,0,0,,0,8,0,,8,5,0,,5,645003,528170,,1173173,,,,,99,62,,161,645102,528232,,1173334,367667,254737,,622404,,,,,,22,7,29,367689,254744,622433,622433,8840,,1.42,,,,53.05,,,,,,,,613593,,,,0,,0,1348,870,
1998, UTTAR PRADESH, Domariaganj,S24,35,GEN,9,0,,9,1,0,,1,1,0,,1,7,0,,7,4,0,,4,626769,508981,,1135750,,,,,40,24,,64,626809,509005,,1135814,343962,281421,,625383,,,,,,,,3,343965,281421,625386,625386,6857,,1.1,,,,55.06,,,,,,,,618529,,,,0,,0,1395,814,
1998, UTTAR PRADESH, Khalilabad,S24,36,GEN,19,0,,19,0,0,,0,1,0,,1,18,0,,18,15,0,,15,663285,542089,,1205374,,,,,85,57,,142,663370,542146,,1205516,357549,290757,,648306,,,,,,,,34,357583,290757,648340,648340,9534,,1.47,,,,53.78,,,,,,,,638806,,,,0,,0,1367,882,
1998, UTTAR PRADESH, Bansgaon,S24,37,SC,7,3,,10,1,1,,2,0,0,,0,6,2,,8,4,1,,5,672364,592471,,1264835,,,,,451,292,,743,672815,592763,,1265578,361119,238169,,599288,,,,,,116,35,151,361235,238204,599439,599439,9311,,1.55,,,,47.36,,,,,,,,590128,,,,0,,0,1609,787,
1998, UTTAR PRADESH, Gorakhpur,S24,38,GEN,12,0,,12,1,0,,1,1,0,,1,10,0,,10,8,0,,8,697252,548418,,1245670,,,,,319,201,,520,697571,548619,,1246190,392546,245521,,638067,,,,,,99,17,116,392645,245538,638183,638183,8418,,1.32,,,,51.21,,,,,,,,629765,,,,0,,0,1497,832,
1998, UTTAR PRADESH, Maharajganj,S24,39,GEN,10,1,,11,1,1,,2,0,0,,0,9,0,,9,6,0,,6,602862,499133,,1101995,,,,,77,46,,123,602939,499179,,1102118,370491,288222,,658713,,,,,,,,14,370505,288222,658727,658727,7878,,1.2,,,,59.77,,,,,,,,650849,,,,0,,0,1394,791,
1998, UTTAR PRADESH, Padrauna,S24,40,GEN,9,0,,9,0,0,,0,0,0,,0,9,0,,9,6,0,,6,653440,535109,,1188549,,,,,69,46,,115,653509,535155,,1188664,373800,305838,,679638,,,,,,18,6,24,373818,305844,679662,679662,9660,,1.42,,,,57.18,,,,,,,,670002,,,,0,,0,1423,835,
1998, UTTAR PRADESH, Deoria,S24,41,GEN,11,0,,11,1,0,,1,0,0,,0,10,0,,10,8,0,,8,689702,561036,,1250738,,,,,299,161,,460,690001,561197,,1251198,385031,293684,,678715,,,,,,50,39,89,385081,293723,678804,678804,10796,,1.59,,,,54.25,,,,,,,,668008,,,,0,,0,1499,835,
1998, UTTAR PRADESH, Salempur,S24,42,GEN,13,0,,13,0,0,,0,2,0,,2,11,0,,11,8,0,,8,707203,556552,,1263755,,,,,534,326,,860,707737,556878,,1264615,367199,266519,,633718,,,,,,80,36,116,367279,266555,633834,633834,8321,,1.31,,,,50.12,,,,,,,,625513,,,,0,,0,1530,827,
1998, UTTAR PRADESH, Ballia,S24,43,GEN,13,0,,13,1,0,,1,0,0,,0,12,0,,12,10,0,,10,736328,549504,,1285832,,,,,1169,801,,1970,737497,550305,,1287802,414565,227699,,642264,,,,,,225,46,271,414790,227745,642535,642535,7198,,1.12,,,,49.89,,,,,,,,635337,,,,0,,0,1498,860,
1998, UTTAR PRADESH, Ghosi,S24,44,GEN,14,0,,14,0,0,,0,3,0,,3,11,0,,11,8,0,,8,658179,548171,,1206350,,,,,433,300,,733,658612,548471,,1207083,371813,309662,,681475,,,,,,59,31,90,371872,309693,681565,681565,8503,,1.25,,,,56.46,,,,,,,,673062,,,,0,,0,1386,871,
1998, UTTAR PRADESH, Azamgarh,S24,45,GEN,13,0,,13,0,0,,0,1,0,,1,12,0,,12,9,0,,9,662949,544750,,1207699,,,,,195,136,,331,663144,544886,,1208030,381761,285687,,667448,,,,,,36,5,41,381797,285692,667489,667489,9220,,1.38,,,,55.25,,,,,,,,658269,,,,0,,0,1439,839,
1998, UTTAR PRADESH, Lalganj,S24,46,SC,10,0,,10,1,0,,1,0,0,,0,9,0,,9,6,0,,6,701911,604397,,1306308,,,,,323,208,,531,702234,604605,,1306839,414855,292376,,707231,,,,,,34,11,45,414889,292387,707276,707276,8514,,1.2,,,,54.12,,,,,,,,698762,,,,0,,0,1567,834,
1998, UTTAR PRADESH, Machhlishahr,S24,47,GEN,15,1,,16,1,0,,1,2,1,,3,12,0,,12,9,0,,9,676769,574494,,1251263,,,,,132,78,,210,676901,574572,,1251473,435142,263223,,698365,,,,,,31,12,43,435173,263235,698408,698408,9674,,1.39,,,,55.81,,,,,,,,688734,,,,0,,0,1480,846,
1998, UTTAR PRADESH, Jaunpur,S24,48,GEN,11,0,,11,0,0,,0,0,0,,0,11,0,,11,8,0,,8,673390,589577,,1262967,,,,,114,81,,195,673504,589658,,1263162,401075,307448,,708523,,,,,,35,7,42,401110,307455,708565,708565,10604,,1.5,,,,56.09,,,,,,,,697961,,,,0,,0,1431,883,
1998, UTTAR PRADESH, Saidpur,S24,49,SC,9,0,,9,0,0,,0,0,0,,0,9,0,,9,6,0,,6,682312,612759,,1295071,,,,,508,359,,867,682820,613118,,1295938,393128,312297,,705425,,,,,,126,14,140,393254,312311,705565,705565,8860,,1.26,,,,54.44,,,,,,,,696705,,,,0,,0,1488,871,
1998, UTTAR PRADESH, Ghazipur,S24,50,GEN,14,0,,14,0,0,,0,2,0,,2,12,0,,12,9,0,,9,682464,597413,,1279877,,,,,1580,1030,,2610,684044,598443,,1282487,432561,313078,,745639,,,,,,388,43,431,432949,313121,746070,746070,8897,,1.19,,,,58.17,,,,,,,,737173,,,,0,,0,1514,847,
1998, UTTAR PRADESH, Chandauli,S24,51,GEN,14,0,,14,0,0,,0,1,0,,1,13,0,,13,10,0,,10,767877,571626,,1339503,,,,,414,252,,666,768291,571878,,1340169,393457,321920,,715377,,,,,,42,35,77,393499,321955,715454,715454,12492,,1.75,,,,53.39,,,,,,,,702962,,,,0,,0,1500,893,
1998, UTTAR PRADESH, Varanasi,S24,52,GEN,15,0,,15,0,0,,0,2,0,,2,13,0,,13,11,0,,11,763235,624692,,1387927,,,,,169,116,,285,763404,624808,,1388212,360194,294705,,654899,,,,,,20,16,36,360214,294721,654935,654935,9891,,1.51,,,,47.18,,,,,,,,645044,,,,0,,0,1440,964,
1998, UTTAR PRADESH, Robertsganj,S24,53,SC,10,2,,12,4,0,,4,0,0,,0,6,2,,8,3,2,,5,767252,650913,,1418165,,,,,57,36,,93,767309,650949,,1418258,467819,309479,,777298,,,,,,,,32,467851,309479,777330,777330,12452,,1.6,,,,54.81,,,,,,,,764878,,,,0,,0,1437,987,
1998, UTTAR PRADESH, Mirzapur,S24,54,GEN,15,2,,17,4,0,,4,1,0,,1,10,2,,12,8,1,,9,721645,618119,,1339764,,,,,46,28,,74,721691,618147,,1339838,449936,415324,,865260,,,,,,,,8,449944,415324,865268,865268,13074,,1.51,,,,64.58,,,,,,,,852194,,,,0,,0,1530,876,
1998, UTTAR PRADESH, Phulpur,S24,55,GEN,15,0,,15,0,0,,0,1,0,,1,14,0,,14,11,0,,11,652769,532363,,1185132,,,,,196,126,,322,652965,532489,,1185454,409745,273163,,682908,,,,,,41,21,62,409786,273184,682970,682970,11160,,1.63,,,,57.61,,,,,,,,671810,,,,0,,0,1432,828,
1998, UTTAR PRADESH, Allahabad,S24,56,GEN,22,0,,22,0,0,,0,1,0,,1,21,0,,21,18,0,,18,774874,633986,,1408860,,,,,215,154,,369,775089,634140,,1409229,405877,270584,,676461,,,,,,58,32,90,405935,270616,676551,676551,8468,,1.25,,,,48.01,,,,,,,,668083,,,,0,,0,1647,856,
1998, UTTAR PRADESH, Chail,S24,57,SC,13,0,,13,2,0,,2,0,0,,0,11,0,,11,8,0,,8,718352,590198,,1308550,,,,,261,185,,446,718613,590383,,1308996,355847,204537,,560384,,,,,,,,60,355907,204537,560444,560444,11498,,2.05,,,,42.81,,,,,,,,548946,,,,0,,0,1572,833,
1998, UTTAR PRADESH, Fatehpur,S24,58,GEN,13,0,,13,5,0,,5,0,0,,0,8,0,,8,5,0,,5,635653,516408,,1152061,,,,,430,277,,707,636083,516685,,1152768,327064,267597,,594661,,,,,,92,76,168,327156,267673,594829,594829,8149,,1.37,,,,51.6,,,,,,,,586680,,,,0,,0,1416,814,
1998, UTTAR PRADESH, Banda,S24,59,GEN,17,0,,17,4,0,,4,1,0,,1,12,0,,12,9,0,,9,619861,507161,,1127022,,,,,122,81,,203,619983,507242,,1127225,346506,222034,,568540,,,,,,68,5,73,346574,222039,568613,568613,10208,,1.8,,,,50.44,,,,,,,,558405,,,,0,,7,1385,814,
1998, UTTAR PRADESH, Hamirpur,S24,60,GEN,14,0,,14,1,0,,1,1,0,,1,12,0,,12,9,0,,9,573355,467861,,1041216,,,,,148,62,,210,573503,467923,,1041426,354558,232495,,587053,,,,,,,,36,354594,232495,587089,587089,10634,,1.81,,,,56.37,,,,,,,,576455,,,,0,,0,1281,813,
1998, UTTAR PRADESH, Jhansi,S24,61,GEN,21,1,,22,3,0,,3,1,0,,1,17,1,,18,14,1,,15,694941,603108,,1298049,,,,,75,56,,131,695016,603164,,1298180,464742,318093,,782835,,,,,,13,6,19,464755,318099,782854,782854,14475,,1.85,,,,60.3,,,,,,,,768379,,,,0,,8,1656,784,
1998, UTTAR PRADESH, Jalaun,S24,62,SC,10,1,,11,1,0,,1,1,0,,1,8,1,,9,5,1,,6,633751,519784,,1153535,,,,,263,191,,454,634014,519975,,1153989,382365,232853,,615218,,,,,,61,9,70,382426,232862,615288,615288,7086,,1.15,,,,53.32,,,,,,,,608202,,,,0,,3,1410,818,
1998, UTTAR PRADESH, Ghatampur,S24,63,SC,12,2,,14,4,0,,4,1,0,,1,7,2,,9,5,1,,6,644256,452230,,1096486,,,,,360,239,,599,644616,452469,,1097085,298845,260704,,559549,,,,,,79,46,125,298924,260750,559674,559674,21,,0.0,,,,51.01,,,,,,,,559653,,,,0,,0,1368,802,
1998, UTTAR PRADESH, Bilhaur,S24,64,GEN,14,1,,15,1,0,,1,0,0,,0,13,1,,14,10,1,,11,753739,502493,,1256232,,,,,222,100,,322,753961,502593,,1256554,424999,261761,,686760,,,,,,48,12,60,425047,261773,686820,686820,9127,,1.33,,,,54.66,,,,,,,,677693,,,,0,,0,1517,828,
1998, UTTAR PRADESH, Kanpur,S24,65,GEN,17,1,,18,2,0,,2,2,0,,2,13,1,,14,11,1,,12,840956,560638,,1401594,,,,,223,105,,328,841179,560743,,1401922,426966,260950,,687916,,,,,,57,25,82,427023,260975,687998,687998,7735,,1.12,,,,49.08,,,,,,,,680263,,,,0,,0,1660,845,
1998, UTTAR PRADESH, Etawah,S24,66,GEN,13,2,,15,0,0,,0,1,0,,1,12,2,,14,10,1,,11,636134,499524,,1135658,,,,,735,452,,1187,636869,499976,,1136845,408239,260362,,668601,,,,,,160,67,227,408399,260429,668828,668828,7973,,1.19,,,,58.83,,,,,,,,660855,,,,0,,0,1449,785,
1998, UTTAR PRADESH, Kannauj,S24,67,GEN,5,1,,6,1,0,,1,0,0,,0,4,1,,5,1,1,,2,640533,514544,,1155077,,,,,345,207,,552,640878,514751,,1155629,438724,267493,,706217,,,,,,76,31,107,438800,267524,706324,706324,7624,,1.08,,,,61.12,,,,,,,,698700,,,,0,,0,1444,800,
1998, UTTAR PRADESH, Farrukhabad,S24,68,GEN,10,1,,11,2,0,,2,1,1,,2,7,0,,7,4,0,,4,679967,546883,,1226850,,,,,554,375,,929,680521,547258,,1227779,467461,247646,,715107,,,,,,167,52,219,467628,247698,715326,715326,7737,,1.08,,,,58.26,,,,,,,,707589,,,,0,,0,1535,800,
1998, UTTAR PRADESH, Mainpuri,S24,69,GEN,20,0,,20,2,0,,2,0,0,,0,18,0,,18,16,0,,16,610611,480139,,1090750,,,,,1001,655,,1656,611612,480794,,1092406,356340,291550,,647890,,,,,,341,13,354,356681,291563,648244,648244,13282,,2.05,,,,59.34,,,,,,,,634962,,,,0,,40,1327,823,
1998, UTTAR PRADESH, Jalesar,S24,70,GEN,18,0,,18,0,0,,0,0,0,,0,18,0,,18,16,0,,16,598171,508710,,1106881,,,,,807,561,,1368,598978,509271,,1108249,408997,272665,,681662,,,,,,186,63,249,409183,272728,681911,681911,12660,,1.86,,,,61.53,,,,,,,,669251,,,,0,,0,1313,844,
1998, UTTAR PRADESH, Etah,S24,71,GEN,15,1,,16,0,0,,0,0,1,,1,15,0,,15,13,0,,13,565464,463069,,1028533,,,,,695,450,,1145,566159,463519,,1029678,394425,262950,,657375,,,,,,192,55,247,394617,263005,657622,657622,9565,,1.45,,,,63.87,,,,,,,,648057,,,,0,,0,1242,829,
1998, UTTAR PRADESH, Firozabad,S24,72,SC,16,0,,16,3,0,,3,0,0,,0,13,0,,13,11,0,,11,619948,515548,,1135496,,,,,750,439,,1189,620698,515987,,1136685,393696,203106,,596802,,,,,,110,33,143,393806,203139,596945,596945,7482,,1.25,,,,52.52,,,,,,,,589132,,,,331,,5,1407,808,
1998, UTTAR PRADESH, Agra,S24,73,GEN,27,2,,29,5,0,,5,0,0,,0,22,2,,24,19,2,,21,636324,587379,,1223703,,,,,500,331,,831,636824,587710,,1224534,394170,265864,,660034,,,,,,182,47,229,394352,265911,660263,660263,9183,,1.39,,,,53.92,,,,,,,,649941,,,,1139,,0,1459,839,
1998, UTTAR PRADESH, Mathura,S24,74,GEN,12,0,,12,0,0,,0,0,0,,0,12,0,,12,10,0,,10,663777,510588,,1174365,,,,,960,554,,1514,664737,511142,,1175879,405786,225368,,631154,,,,,,393,35,428,406179,225403,631582,631582,12832,,2.03,,,,53.71,,,,,,,,618750,,,,0,,6,1439,817,
1998, UTTAR PRADESH, Hathras,S24,75,SC,8,1,,9,1,0,,1,0,0,,0,7,1,,8,4,1,,5,632850,497356,,1130206,,,,,419,180,,599,633269,497536,,1130805,347977,189860,,537837,,,,,,126,36,162,348103,189896,537999,537999,7078,,1.32,,,,47.58,,,,,,,,530921,,,,0,,0,1353,836,
1998, UTTAR PRADESH, Aligarh,S24,76,GEN,19,2,,21,1,0,,1,1,0,,1,17,2,,19,15,1,,16,695005,546121,,1241126,,,,,833,359,,1192,695838,546480,,1242318,398697,225438,,624135,,,,,,245,94,339,398942,225532,624474,624474,9328,,1.49,,,,50.27,,,,,,,,615146,,,,0,,0,1484,837,
1998, UTTAR PRADESH, Khurja,S24,77,SC,13,0,,13,5,0,,5,0,0,,0,8,0,,8,6,0,,6,695147,560982,,1256129,,,,,796,564,,1360,695943,561546,,1257489,318672,260805,,579477,,,,,,92,75,167,318764,260880,579644,579644,5879,,1.01,,,,46.1,,,,,,,,573765,,,,0,,0,1534,820,
1998, UTTAR PRADESH, Bulandshahr,S24,78,GEN,9,1,,10,0,0,,0,0,0,,0,9,1,,10,6,1,,7,613611,504500,,1118111,,,,,1063,669,,1732,614674,505169,,1119843,340165,278317,,618482,,,,,,125,103,228,340290,278420,618710,618710,5918,,0.96,,,,55.25,,,,,,,,612792,,,,0,,0,1383,810,
1998, UTTAR PRADESH, Hapur,S24,79,GEN,19,1,,20,0,0,,0,1,0,,1,18,1,,19,15,1,,16,838531,689817,,1528348,,,,,572,339,,911,839103,690156,,1529259,485342,289292,,774634,,,,,,156,48,204,485498,289340,774838,774838,10680,,1.38,,,,50.67,,,,,,,,764158,,,,0,,0,1830,836,
1998, UTTAR PRADESH, Meerut,S24,80,GEN,15,3,,18,0,0,,0,1,0,,1,14,3,,17,12,3,,15,694243,568012,,1262255,,,,,665,166,,831,694908,568178,,1263086,419254,342976,,762230,,,,,,106,27,133,419360,343003,762363,762363,6434,,0.84,,,,60.36,,,,,,,,755929,,,,0,,0,1491,847,
1998, UTTAR PRADESH, Baghpat,S24,81,GEN,15,0,,15,2,0,,2,0,0,,0,13,0,,13,10,0,,10,714508,584639,,1299147,,,,,1391,353,,1744,715899,584992,,1300891,397806,325327,,723133,,,,,,265,68,333,398071,325395,723466,723466,7881,,1.09,,,,55.61,,,,,,,,715585,,,,0,,0,1530,850,
1998, UTTAR PRADESH, Muzaffarnagar,S24,82,GEN,17,0,,17,1,0,,1,0,0,,0,16,0,,16,13,0,,13,671937,532937,,1204874,,,,,424,290,,714,672361,533227,,1205588,436332,276099,,712431,,,,,,104,42,146,436436,276141,712577,712577,5790,,0.81,,,,59.11,,,,,,,,706787,,,,0,,0,1340,900,
1998, UTTAR PRADESH, Kairana,S24,83,GEN,11,1,,12,1,0,,1,1,0,,1,9,1,,10,7,1,,8,622145,468777,,1090922,,,,,521,298,,819,622666,469075,,1091741,433368,291727,,725095,,,,,,132,38,170,433500,291765,725265,725265,4821,,0.66,,,,66.43,,,,,,,,720444,,,,0,,2,1209,903,
1998, UTTAR PRADESH, Saharanpur,S24,84,GEN,13,1,,14,0,0,,0,1,0,,1,12,1,,13,8,1,,9,696691,540475,,1237166,,,,,269,136,,405,696960,540611,,1237571,486108,349512,,835620,,,,,,35,21,56,486143,349533,835676,835676,6863,,0.82,,,,67.53,,,,,,,,828813,,,,0,,0,1496,827,
1998, UTTAR PRADESH, Hardwar,S24,85,SC,11,0,,11,0,0,,0,2,0,,2,9,0,,9,6,0,,6,661694,507352,,1169046,,,,,651,303,,954,662345,507655,,1170000,429943,290382,,720325,,,,,,30,22,52,429973,290404,720377,720377,4587,,0.64,,,,61.57,,,,,,,,715790,,,,0,,0,1427,820,
1998, WEST BENGAL, Cooch Behar,S25,1,SC,4,1,,5,0,0,,0,0,0,,0,4,1,,5,1,1,,2,561207,535512,,1096719,,,,,318,156,,474,561525,535668,,1097193,465186,445069,,910255,,,,,,5960,568,6528,471146,445637,916783,916783,11564,,1.26,,,,83.56,,,,,,,,905078,,,,141,,116,1477,743,
1998, WEST BENGAL, Alipurduars,S25,2,ST,5,0,,5,0,0,,0,0,0,,0,5,0,,5,2,0,,2,530419,492758,,1023177,,,,,268,122,,390,530687,492880,,1023567,424273,397753,,822026,,,,,,,,5336,429609,397753,827362,827362,21115,,2.55,,,,80.83,,,,,,,,806247,,,,0,,90,1378,743,
1998, WEST BENGAL, Jalpaiguri,S25,3,GEN,6,2,,8,0,0,,0,0,0,,0,6,2,,8,5,0,,5,561332,523404,,1084736,,,,,343,178,,521,561675,523582,,1085257,476463,403207,,879670,,,,,,8037,15,8052,484500,403222,887722,887722,17503,,1.97,,,,81.8,,,,,,,,868672,,,,1547,,79,1468,739,
1998, WEST BENGAL, Darjeeling,S25,4,GEN,9,0,,9,0,0,,0,1,0,,1,8,0,,8,5,0,,5,645862,588301,,1234163,,,,,2927,1497,,4424,648789,589798,,1238587,351334,286919,,638253,,,,,,2698,330,3028,354032,287249,641281,641281,14312,,2.23,,,,51.78,,,,,,,,626969,,,,0,,0,1718,721,
1998, WEST BENGAL, Raiganj,S25,5,GEN,12,0,,12,0,0,,0,0,0,,0,12,0,,12,9,0,,9,576586,549491,,1126077,,,,,156,77,,233,576742,549568,,1126310,467033,424422,,891455,,,,,,6579,267,6846,473612,424689,898301,898301,15813,,1.76,,,,79.76,,,,,,,,882488,,,,0,,96,1543,730,
1998, WEST BENGAL, Balurghat,S25,6,SC,8,0,,8,0,0,,0,1,0,,1,7,0,,7,4,0,,4,560380,527725,,1088105,,,,,161,84,,245,560541,527809,,1088350,497379,388425,,885804,,,,,,6288,54,6342,503667,388479,892146,892146,14735,,1.65,,,,81.97,,,,,,,,876645,,,,766,,57,1496,728,
1998, WEST BENGAL, Malda,S25,7,GEN,6,0,,6,0,0,,0,0,0,,0,6,0,,6,3,0,,3,523600,507070,,1030670,,,,,219,97,,316,523819,507167,,1030986,429885,407452,,837337,,,,,,,,8732,438617,407452,846069,846069,12894,,1.52,,,,82.06,,,,,,,,832469,,,,706,,122,1403,735,
1998, WEST BENGAL, Jangipur,S25,8,GEN,5,0,,5,0,0,,0,0,0,,0,5,0,,5,3,0,,3,532745,538200,,1070945,,,,,156,88,,244,532901,538288,,1071189,418510,418361,,836871,,,,,,,,3535,422045,418361,840406,840406,12407,,1.48,,,,78.46,,,,,,,,827625,,,,374,,93,1385,773,
1998, WEST BENGAL, Murshidabad,S25,9,GEN,7,0,,7,0,0,,0,0,0,,0,7,0,,7,5,0,,5,587108,566635,,1153743,,,,,220,137,,357,587328,566772,,1154100,476410,459745,,936155,,,,,,1796,1733,3529,478206,461478,939684,939684,11642,,1.24,,,,81.42,,,,,,,,927598,,,,444,,89,1488,776,
1998, WEST BENGAL, Berhampore,S25,10,GEN,5,0,,5,0,0,,0,0,0,,0,5,0,,5,2,0,,2,602678,586481,,1189159,,,,,601,336,,937,603279,586817,,1190096,443945,431858,,875803,,,,,,2681,2607,5288,446626,434465,881091,881091,12845,,1.46,,,,74.04,,,,,,,,868246,,,,0,,107,1542,772,
1998, WEST BENGAL, Krishnagar,S25,11,GEN,8,0,,8,0,0,,0,0,0,,0,8,0,,8,5,0,,5,551211,515990,,1067201,,,,,561,318,,879,551772,516308,,1068080,463650,427985,,891635,,,,,,6285,8,6293,469935,427993,897928,897928,11643,,1.3,,,,84.07,,,,,,,,886285,,,,0,,107,1376,776,
1998, WEST BENGAL, Nabadwip,S25,12,SC,5,0,,5,1,0,,1,0,0,,0,4,0,,4,2,0,,2,669509,627893,,1297402,,,,,681,355,,1036,670190,628248,,1298438,564419,521003,,1085422,,,,,,4166,62,4228,568585,521065,1089650,1089650,12094,,1.11,,,,83.92,,,,,,,,1077556,,,,0,,8,1648,788,
1998, WEST BENGAL, Barasat,S25,13,GEN,4,2,,6,0,0,,0,0,0,,0,4,2,,6,3,1,,4,688198,583930,,1272128,,,,,926,346,,1272,689124,584276,,1273400,577582,492014,,1069596,,,,,,1273,77,1350,578855,492091,1070946,1070946,11762,,1.1,,,,84.1,,,,,,,,1059184,,,,0,,82,1705,747,
1998, WEST BENGAL, Basirhat,S25,14,GEN,6,0,,6,0,0,,0,0,0,,0,6,0,,6,4,0,,4,537096,515606,,1052702,,,,,369,191,,560,537465,515797,,1053262,449622,431471,,881093,,,,,,1797,95,1892,451419,431566,882985,882985,12026,,1.36,,,,83.83,,,,,,,,870909,,,,50,,59,1423,740,
1998, WEST BENGAL, Joynagar,S25,15,SC,4,0,,4,0,0,,0,0,0,,0,4,0,,4,2,0,,2,568370,532347,,1100717,,,,,42,20,,62,568412,532367,,1100779,455907,402109,,858016,,,,,,208,132,340,456115,402241,858356,858356,19340,,2.25,,,,77.98,,,,,,,,839016,,,,0,,27,1444,762,
1998, WEST BENGAL, Mathurapur,S25,16,SC,5,0,,5,0,0,,0,0,0,,0,5,0,,5,3,0,,3,540150,521384,,1061534,,,,,61,30,,91,540211,521414,,1061625,435345,421887,,857232,,,,,,2774,11,2785,438119,421898,860017,860017,13531,,1.57,,,,81.01,,,,,,,,846486,,,,0,,61,1409,753,
1998, WEST BENGAL, Diamond Harbour,S25,17,GEN,5,2,,7,0,0,,0,0,0,,0,5,2,,7,4,1,,5,602121,520573,,1122694,,,,,90,39,,129,602211,520612,,1122823,482434,411509,,893943,,,,,,2068,41,2109,484502,411550,896052,896052,14948,,1.67,,,,79.8,,,,,,,,881104,,,,0,,76,1432,784,
1998, WEST BENGAL, Jadavpur,S25,18,GEN,5,3,,8,0,0,,0,0,0,,0,5,3,,8,5,1,,6,740855,637894,,1378749,,,,,198,108,,306,741053,638002,,1379055,595415,468227,,1063642,,,,,,3277,529,3806,598692,468756,1067448,1067448,15259,,1.43,,,,77.4,,,,,,,,1052189,,,,0,,38,1698,812,
1998, WEST BENGAL, Barrackpore,S25,19,GEN,6,1,,7,0,0,,0,0,0,,0,6,1,,7,4,1,,5,572343,452263,,1024606,,,,,376,195,,571,572719,452458,,1025177,471952,372780,,844732,,,,,,1559,82,1641,473511,372862,846373,846373,13762,,1.63,,,,82.56,,,,,,,,832611,,,,0,,155,1385,740,
1998, WEST BENGAL, Dum Dum,S25,20,GEN,9,0,,9,0,0,,0,0,0,,0,9,0,,9,7,0,,7,834467,724772,,1559239,,,,,397,218,,615,834864,724990,,1559854,674085,585415,,1259500,,,,,,2740,144,2884,676825,585559,1262384,1262384,16903,,1.34,,,,80.93,,,,,,,,1245481,,,,0,,369,2001,780,
