Andhra Pradesh,"","","","","","","","" 
 4 STEPHEN MASIH,M  36 ,GEN,SSPD Candles, 4329 , 0 , 4329 , 0.28 , 0.42 
 5 SIMRANJIT SINGH ,M  68 ,GEN,SAD(M) HOCKEY &, 13982 , 8 , 13990 , 0.89 , 1.34 
MANN,"","",BALL,"","","","",""


 6 SUKHCHAIN CHAND,M  36 ,SC,DBSP Kite, 1313 , 0 , 1313 , 0.08 , 0.13 
 7 GURPAL SINGH,M  53 ,SC,aimpr Air , 1182 , 0 , 1182 , 0.08 , 0.11 
"","","",Conditione,r,"","","",""
 8 BALDEEP SINGH,M  44 ,GEN,AAAP Broom, 144441 , 80 , 144521 , 9.24 , 13.89 
 9 BALWANT SINGH ,M  60 ,SC,BSP(A) Battery , 2930 , 0 , 2930 , 0.19 , 0.28 
SULTANPURI,"","",Torch,"","","","",""
 10 SUKHDEV SINGH ,M  67 ,SC,IND Gas , 801 , 0 , 801 , 0.05 , 0.08 
CHOHAN,"","",Cylinder,"","","","",""
 11 SUKHWANT SINGH,M  53 ,GEN,IND Television, 1053 , 0 , 1053 , 0.07 , 0.10 
 12 KAWALJIT SINGH,M  29 ,GEN,IND Harmonium, 962 , 0 , 962 , 0.06 , 0.09 
 13 GURNAM SINGH,M  59 ,SC,IND Ceiling Fan, 9307 , 0 , 9307 , 0.60 , 0.89 
 14 JASBIR SINGH,M  48 ,SC,IND Bat, 3114 , 0 , 3114 , 0.20 , 0.30 
 15 BALWINDER SINGH,M  57 ,GEN,IND Auto- , 3804 , 0 , 3804 , 0.24 , 0.37 
"","","",Rickshaw,"","","","",""
 16 BHUPINDER SINGH,M  30 ,SC,IND Telephone, 3282 , 0 , 3282 , 0.21 , 0.32 
 17 MAHINDER SINGH ,M  48 ,SC,IND Stool, 1720 , 0 , 1720 , 0.11 , 0.17 
HAMIRA,"","","","","","","",""
 18 None of the Above,"","",NOTA NOTA, 5624 , 0 , 5624 , 0.36 , 0.54 
"","","",TOTAL:, 1040314 , 204 , 1040518 , 66.56, 99.99
 CONSTITUENCY : 4 . Ja,landhar,"",( Total Electors, 1551497 ),"","","",""
 1 SANTOKH SINGH ,M  67 ,SC,INC Hand, 380467 , 12 , 380479 , 24.52 , 36.56 
CHAUDHARY,"","","","","","","",""
 2 SUKHWINDER SINGH ,M  49 ,SC,BSP Elephant, 46913 , 1 , 46914 , 3.02 , 4.51 
KOTLI,"","","","","","","",""
 3 PAWAN KUMAR TINU,M  47 ,SC,SAD Scales, 309478 , 20 , 309498 , 19.95 , 29.74 
 4 SUBHASH GORIA,M  40 ,SC,SHS Bow & , 3496 , 1 , 3497 , 0.23 , 0.34 
"","","",Arrow,"","","","",""
 5 JARNAIL SINGH,M  60 ,SC,BhJaSP Ceiling Fan, 1178 , 0 , 1178 , 0.08 , 0.11 


 6 JYOTI MANN,F  27 ,SC,AAAP Broom, 254104 , 17 , 254121 , 16.38 , 24.42 
 7 TARA SINGH GILL,M  48 ,SC,BSP(A) Table, 2267 , 1 , 2268 , 0.15 , 0.22 
 8 PARAMJIT KUMAR,M  31 ,SC,BMUP Cot, 717 , 0 , 717 , 0.05 , 0.07 
 9 VIJAY HANS,M  51 ,SC,DBSP Batsman, 1192 , 0 , 1192 , 0.08 , 0.11 
 10 AJAY KUMAR BHAGAT,M  42 ,SC,IND FLUTE, 692 , 0 , 692 , 0.04 , 0.07 
 11 AMIT JASSI,M  33 ,SC,IND HOCKEY &, 779 , 0 , 779 , 0.05 , 0.07 
"","","",BALL,"","","","",""
 12 KAMAL THAPAR,M  50 ,SC,IND Television, 933 , 0 , 933 , 0.06 , 0.09 
 13 KULDIP KUMAR,M  46 ,SC,IND Cake, 953 , 0 , 953 , 0.06 , 0.09 
 14 K.K. SABHARWAL,M  44 ,SC,IND Table Lamp, 1454 , 0 , 1454 , 0.09 , 0.14 
 15 JAGAN NATH BAJWA,M  53 ,SC,IND Gas , 1082 , 0 , 1082 , 0.07 , 0.10 
"","","",Cylinder,"","","","",""
 16 TARSEM PETER,M  49 ,SC,IND Stool, 6250 , 0 , 6250 , 0.40 , 0.60 
 17 DARSHAN NAHAR,M  49 ,SC,IND Kite, 10074 , 0 , 10074 , 0.65 , 0.97 
 18 DHARMINDER,M  46 ,SC,IND Auto- , 2458 , 0 , 2458 , 0.16 , 0.24 
"","","",Rickshaw,"","","","",""
 19 NIRMAL SINGH ,M  72 ,SC,IND BUCKET, 2257 , 0 , 2257 , 0.15 , 0.22 
BOLINA,"","","","","","","",""
 20 MANJEET KAUR W/O ,F  37 ,SC,IND Battery , 1952 , 0 , 1952 , 0.13 , 0.19 
SUKHDEV SINGH,"","",Torch,"","","","",""
 21 MANJIT KAUR W/O ,F  40 ,SC,IND Sewing , 1044 , 0 , 1044 , 0.07 , 0.10 
SUKHWINDER SINGH,"","",Machine,"","","","",""
 22 LOVE KISHOR,M  40 ,SC,IND Bat, 3265 , 0 , 3265 , 0.21 , 0.31 
 23 VIJAY KUMAR,M  40 ,SC,IND Candles, 1528 , 0 , 1528 , 0.10 , 0.15 
 24 VIVEK,M  34 ,SC,IND Pressure , 741 , 0 , 741 , 0.05 , 0.07 
"","","",Cooker,"","","","",""
 25 None of the Above,"","",NOTA NOTA, 5435 , 1 , 5436 , 0.35 , 0.52 


"","","",TOTAL:, 1040709 , 53 , 1040762 , 67.08, 100.00
 CONSTITUENCY : 5 . H,oshiarpur,"",( Total Electors, 1485286 ),"","","",""
 1 BHAGWAN SINGH ,M  55 ,SC,BSP Elephant, 40483 , 14 , 40497 , 2.73 , 4.21 
CHAUHAN,"","","","","","","",""
 2 MOHINDER SINGH ,M  57 ,SC,INC Hand, 332927 , 134 , 333061 , 22.42 , 34.64 
KAYPEE,"","","","","","","",""
 3 VIJAY SAMPLA,M  52 ,SC,BJP Lotus, 346341 , 302 , 346643 , 23.34 , 36.05 
 4 ANOOP SINGH,M  53 ,SC,BhJaSP Ceiling Fan, 2156 , 2 , 2158 , 0.15 , 0.22 
 5 SHAMSHER SINGH,M  80 ,SC,SAD(M) HOCKEY &, 2520 , 7 , 2527 , 0.17 , 0.26 
"","","",BALL,"","","","",""
 6 JASWINDER SINGH,M  53 ,SC,SHS Bow & , 1230 , 0 , 1230 , 0.08 , 0.13 
"","","",Arrow,"","","","",""
 7 DEEPAK KUMAR,M  33 ,SC,BMUP Cot, 1446 , 0 , 1446 , 0.10 , 0.15 
 8 YAMINI GOMAR,F  39 ,SC,AAAP Broom, 213154 , 234 , 213388 , 14.37 , 22.19 
 9 LAKHVIR SINGH,M  51 ,SC,DBSP Batsman, 1061 , 1 , 1062 , 0.07 , 0.11 
 10 VIJAY KUMAR,M  38 ,SC,SSPD Candles, 888 , 1 , 889 , 0.06 , 0.09 
 11 OM PARKASH JAKHU,M  73 ,SC,IND Gas , 699 , 0 , 699 , 0.05 , 0.07 
"","","",Cylinder,"","","","",""
 12 ANU KUMAR,M  28 ,SC,IND Table, 910 , 1 , 911 , 0.06 , 0.09 
 13 DAVINDER SINGH,M  36 ,SC,IND Cup & , 1488 , 0 , 1488 , 0.10 , 0.15 
"","","",Saucer,"","","","",""
 14 PAWAN KUMAR,M  30 ,SC,IND Auto- , 3216 , 0 , 3216 , 0.22 , 0.33 
"","","",Rickshaw,"","","","",""
 15 BISHAN DASS,M  65 ,SC,IND Diesel , 1853 , 0 , 1853 , 0.12 , 0.19 
"","","",Pump,"","","","",""
 16 RAVI DUTT,M  43 ,SC,IND Kite, 2564 , 0 , 2564 , 0.17 , 0.27 
 17 RAM KISHAN,M  62 ,SC,IND Television, 1689 , 0 , 1689 , 0.11 , 0.18 
 18 None of the Above,"","",NOTA NOTA, 5975 , 1 , 5976 , 0.40 , 0.62 


"","","",TOTAL:, 960600 , 697 , 961297 , 64.72, 99.97
 CONSTITUENCY : 6 . A,nandpur Sahib,"",( Total Electors, 1564721 ),"","","",""
 1 AMBIKA SONI,F  71 ,GEN,INC Hand, 323660 , 37 , 323697 , 20.69 , 29.77 
 2 K.S.MAKHAN,M  43 ,GEN,BSP Elephant, 69106 , 18 , 69124 , 4.42 , 6.36 
 3 PREM SINGH ,M  64 ,GEN,SAD Scales, 347347 , 47 , 347394 , 22.20 , 31.94 
CHANDUMAJRA,"","","","","","","",""
 4 BALBIR SINGH JADLA,M  62 ,GEN,"CPM Hammer, ", 10483 , 0 , 10483 , 0.67 , 0.96 
"","","",Sickle and ,"","","","",""
"","","",Star,"","","","",""
 5 HIMMAT SINGH ,M  34 ,GEN,AAAP Broom, 305944 , 64 , 306008 , 19.56 , 28.14 
SHERGILL,"","","","","","","",""
 6 JASWANT SINGH ,M  70 ,GEN,SAD(M) HOCKEY &, 1701 , 5 , 1706 , 0.11 , 0.16 
MANN,"","",BALL,"","","","",""
 7 RAMESH RANI ,F  60 ,GEN,BMUP Cot, 718 , 0 , 718 , 0.05 , 0.07 
PARJAPATI,"","","","","","","",""
 8 RESHAM KAHLON,M  42 ,SC,BA S D Glass , 837 , 0 , 837 , 0.05 , 0.08 
"","","",Tumbler,"","","","",""
 9 HARCHARAN SINGH,M  69 ,GEN,IND FLUTE, 1423 , 0 , 1423 , 0.09 , 0.13 
 10 GURSHARN SINGH ,M  50 ,GEN,IND Green Chil,li  1943 , 0 , 1943 , 0.12 , 0.18 
PANESAR,"","","","","","","",""
 11 GURNAM SINGH,M  67 ,GEN,IND Batsman, 722 , 0 , 722 , 0.05 , 0.07 
 12 GURMEET SINGH,M  69 ,SC,IND Table, 1010 , 0 , 1010 , 0.06 , 0.09 
 13 DALJIT SINGH,M  70 ,GEN,IND Ceiling Fan, 2713 , 0 , 2713 , 0.17 , 0.25 
 14 DAVINDER KUMAR ,M  33 ,GEN,IND Television, 1995 , 0 , 1995 , 0.13 , 0.18 
VERMA,"","","","","","","",""
 15 NAVNEET CHAUTALA,M  27 ,SC,IND Letter Box, 1307 , 0 , 1307 , 0.08 , 0.12 
 16 FAQIR CHAND KARIHA,M  64 ,GEN,IND Kite, 3869 , 0 , 3869 , 0.25 , 0.36 
 17 BALJIT KAUR,F  47 ,GEN,IND Pot, 4250 , 0 , 4250 , 0.27 , 0.39 
 18 MANDEEP SINGH ,M  25 ,GEN,IND Almirah, 1427 , 0 , 1427 , 0.09 , 0.13 
BITTU,"","","","","","","",""


 19 None of the Above,"","",NOTA NOTA, 5936 , 1 , 5937 , 0.38 , 0.55 
"","","",TOTAL:, 1086391 , 172 , 1086563 , 69.44, 99.92
 CONSTITUENCY : 7 . Lu,dhiana,"",( Total Electors, 1561201 ),"","","",""
 1 SUKHWINDER SINGH ,M  51 ,GEN,"CPM Hammer, ", 4166 , 1 , 4167 , 0.27 , 0.38 
SEKHON,"","",Sickle and ,"","","","",""
"","","",Star,"","","","",""
 2 NAVJOT SINGH ,M  40 ,GEN,BSP Elephant, 8314 , 3 , 8317 , 0.53 , 0.75 
MANDAIR,"","","","","","","",""
 3 MANPREET SINGH ,M  39 ,GEN,SAD Scales, 256544 , 46 , 256590 , 16.44 , 23.28 
AYALI,"","","","","","","",""
 4 RAVNEET SINGH ,M  38 ,GEN,INC Hand, 300424 , 35 , 300459 , 19.25 , 27.27 
BITTU,"","","","","","","",""
 5 AKSHAYBAR NATH ,M  48 ,GEN,JD(U) Arrow, 2925 , 0 , 2925 , 0.19 , 0.27 
MISHRA,"","","","","","","",""
 6 HARVINDER SINGH ,M  58 ,GEN,AAAP Broom, 280635 , 115 , 280750 , 17.98 , 25.48 
PHOOLKA,"","","","","","","",""
 7 HARI RAM SAHNI,M  47 ,GEN,AIFB Lion, 1168 , 0 , 1168 , 0.07 , 0.11 
 8 KISHAN KUMAR ,M  38 ,GEN,JKNPP Bicycle, 1483 , 0 , 1483 , 0.09 , 0.13 
SHARMA,"","","","","","","",""
 9 DARSHAN SINGH,M  43 ,GEN,SHS Bow & , 1028 , 0 , 1028 , 0.07 , 0.09 
"","","",Arrow,"","","","",""
 10 MOHD. NASEEM ,M  46 ,SC,aicp CALCULAT, 1984 , 0 , 1984 , 0.13 , 0.18 
ANSARI,"","",OR,"","","","",""
 11 BITTU,M  41 ,SC,RPI(A) Sewing , 1286 , 0 , 1286 , 0.08 , 0.12 
"","","",Machine,"","","","",""
 12 MOHAMMAD ,M  45 ,GEN,BMUP Cot, 1111 , 0 , 1111 , 0.07 , 0.10 
MAKSOOD ANSARI,"","","","","","","",""
 13 SIMERJIT SINGH,M  28 ,GEN,IND Battery , 3980 , 0 , 3980 , 0.25 , 0.36 
"","","",Torch,"","","","",""
 14 SIMARJEET SINGH ,M  43 ,GEN,IND Letter Box, 210895 , 22 , 210917 , 13.51 , 19.14 
BAINS,"","","","","","","",""
 15 KULWINDER PAL ,M  34 ,GEN,IND Cup & , 986 , 0 , 986 , 0.06 , 0.09 
SINGH,"","",Saucer,"","","","",""
 16 GURDEEP SINGH ,M  42 ,GEN,IND Television, 4509 , 0 , 4509 , 0.29 , 0.41 
KAHLON,"","","","","","","",""
 17 JASWINDER SINGH ,M  27 ,GEN,IND Mixee, 3238 , 0 , 3238 , 0.21 , 0.29 
BAINS,"","","","","","","",""


 18 JAI PARKASH JAIN,M  34 ,GEN,IND Gas , 1519 , 0 , 1519 , 0.10 , 0.14 
"","","",Cylinder,"","","","",""
 19 TARSEM SINGH ,M  53 ,SC,IND Kite, 1934 , 0 , 1934 , 0.12 , 0.18 
BANGA,"","","","","","","",""
 20 NAVPREET SINGH ,M  28 ,GEN,IND Pen Stand, 3144 , 0 , 3144 , 0.20 , 0.29 
BEDI,"","","","","","","",""
 21 RAJ KUMAR ATWAL,M  44 ,SC,IND Balloon, 1089 , 0 , 1089 , 0.07 , 0.10 
 22 RAJIV KUMAR KALRA,M  43 ,GEN,IND Green Chil,li  4653 , 0 , 4653 , 0.30 , 0.42 
 23 None of the Above,"","",NOTA NOTA, 3219 , 1 , 3220 , 0.21 , 0.29 
"","","",TOTAL:, 1100234 , 223 , 1100457 , 70.49, 99.86
 CONSTITUENCY : 8 . Fa,tehgarh Sahib,"",( Total Electors, 1396957 ),"","","",""
 1 SARABJEET SINGH,M  36 ,SC,BSP Elephant, 12681 , 2 , 12683 , 0.91 , 1.23 
 2 SADHU SINGH,M  54 ,SC,INC Hand, 313128 , 21 , 313149 , 22.42 , 30.37 
 3 KULWANT SINGH,M  52 ,SC,SAD Scales, 312782 , 33 , 312815 , 22.39 , 30.34 
 4 NIRMAL SINGH,M  52 ,SC,NCP Clock, 2149 , 0 , 2149 , 0.15 , 0.21 
 5 HARPREET SINGH,M  26 ,SC,BMUP Cot, 2352 , 0 , 2352 , 0.17 , 0.23 
 6 HARINDER SINGH ,M  67 ,SC,AAAP Broom, 367231 , 62 , 367293 , 26.29 , 35.62 
KHALSA,"","","","","","","",""
 7 GURDEEP SINGH,M  37 ,SC,IVD Walking , 1930 , 0 , 1930 , 0.14 , 0.19 
"","","",Stick,"","","","",""
 8 DHARAM SINGH,M  47 ,SC,SAD(M) HOCKEY &, 3173 , 0 , 3173 , 0.23 , 0.31 
"","","",BALL,"","","","",""
 9 LAKHVIR SINGH,M  46 ,SC,JKNPP Bicycle, 1733 , 0 , 1733 , 0.12 , 0.17 
 10 AVTAR SINGH,M  46 ,SC,IND Scissors, 848 , 0 , 848 , 0.06 , 0.08 
 11 PARAMJIT SINGH,M  50 ,SC,IND Tooth Brus,h  1266 , 0 , 1266 , 0.09 , 0.12 
 12 MANPREET SINGH,M  33 ,SC,IND Black Boar,d  886 , 0 , 886 , 0.06 , 0.09 


 13 RANJIT SINGH,M  32 ,SC,IND Coconut, 1679 , 0 , 1679 , 0.12 , 0.16 
 14 LACHHMAN SINGH S/O,M  45 ,SC,IND Balloon, 2852 , 0 , 2852 , 0.20 , 0.28 
S.SAROOP SINGH,"","","","","","","",""
 15 LACHHMAN SINGH S/O,M  56 ,SC,IND Ceiling Fan, 2141 , 0 , 2141 , 0.15 , 0.21 
S.GULZAR SINGH,"","","","","","","",""
 16 None of the Above,"","",NOTA NOTA, 4005 , 0 , 4005 , 0.29 , 0.39 
"","","",TOTAL:, 1030836 , 118 , 1030954 , 73.80, 99.99
 CONSTITUENCY : 9 . Fa,ridkot,"",( Total Electors, 1455075 ),"","","",""
 1 SANT RAM,M  54 ,SC,BSP Elephant, 8279 , 3 , 8282 , 0.57 , 0.80 
 2 KASHMIR SINGH,M  46 ,SC,CPI Ears of , 14573 , 0 , 14573 , 1.00 , 1.41 
"","","",Corn And ,"","","","",""
"","","",Sickle,"","","","",""
 3 JOGINDER SINGH,M  55 ,SC,INC Hand, 251170 , 52 , 251222 , 17.27 , 24.34 
 4 PARAMJIT KAUR ,F  65 ,SC,SAD Scales, 277956 , 279 , 278235 , 19.12 , 26.95 
GULSHAN,"","","","","","","",""
 5 SATPAL SINGH,M  50 ,SC,IKL Candles, 3680 , 0 , 3680 , 0.25 , 0.36 
 6 PROF. SADHU SINGH,M  72 ,SC,AAAP Broom, 450632 , 119 , 450751 , 30.98 , 43.66 
 7 GURCHARAN SINGH,M  59 ,SC,RPI Letter Box, 1531 , 0 , 1531 , 0.11 , 0.15 
 8 GOBIND SINGH,M  34 ,SC,RPI(A) Sewing , 864 , 1 , 865 , 0.06 , 0.08 
"","","",Machine,"","","","",""
 9 JARNAIL SINGH,M  47 ,SC,NBDP Table, 1358 , 0 , 1358 , 0.09 , 0.13 
 10 DARSHAN SINGH,M  36 ,SC,SAD(M) Kite, 1604 , 1 , 1605 , 0.11 , 0.16 
 11 PARAMJIT KAUR W/O ,F  47 ,SC,BMUP Cot, 1159 , 0 , 1159 , 0.08 , 0.11 
AMRIK SINGH,"","","","","","","",""
 12 MANGAT RAM MANGA,M  42 ,SC,SHS Bow & , 2213 , 0 , 2213 , 0.15 , 0.21 
"","","",Arrow,"","","","",""
 13 MOTI LAL,M  45 ,SC,BhSMP Camera, 1511 , 1 , 1512 , 0.10 , 0.15 
 14 SEEMA RANI,F  30 ,SC,IND Television, 1726 , 0 , 1726 , 0.12 , 0.17 


 15 JASVEER SINGH,M  38 ,SC,IND Pressure , 1693 , 0 , 1693 , 0.12 , 0.16 
"","","",Cooker,"","","","",""
 16 JOGINDER SINGH S/O,M  75 ,SC,IND Pen Nib wi,th  2667 , 0 , 2667 , 0.18 , 0.26 
KESAR SINGH,"","",Seven Ray,s,"","","",""
 17 PARAMJEET KAUR ,F  30 ,SC,IND Dish , 1623 , 0 , 1623 , 0.11 , 0.16 
W/O GURPREET ,"","",Antenna,"","","","",""
SINGH,"","","","","","","",""
 18 BADAL SINGH,M  29 ,SC,IND BUCKET, 1123 , 0 , 1123 , 0.08 , 0.11 
 19 REENA KUMARI,F  30 ,SC,IND Lady Purse, 2473 , 0 , 2473 , 0.17 , 0.24 
 20 None of the Above,"","",NOTA NOTA, 3816 , 0 , 3816 , 0.26 , 0.37 
"","","",TOTAL:, 1031651 , 456 , 1032107 , 70.93, 99.98
 CONSTITUENCY : 10 . Fi,rozpur,"",( Total Electors, 1522111 ),"","","",""
 1 SUNIL JAKHAR,M  60 ,GEN,INC Hand, 456401 , 111 , 456512 , 29.99 , 41.29 
 2 SHER SINGH ,M  51 ,SC,SAD Scales, 487737 , 195 , 487932 , 32.06 , 44.13 
GHUBAYA,"","","","","","","",""
 3 RAM KUMAR ,M  44 ,GEN,BSP Elephant, 22265 , 9 , 22274 , 1.46 , 2.01 
PARJAPAT,"","","","","","","",""
 4 SATNAM PAUL ,M  59 ,GEN,AAAP Broom, 113297 , 115 , 113412 , 7.45 , 10.26 
KAMBOJ,"","","","","","","",""
 5 DHIAN SINGH MAND,M  48 ,GEN,SAD(M) BUCKET, 3654 , 1 , 3655 , 0.24 , 0.33 
 6 BALJINDER SINGH,M  38 ,GEN,BGTD Coconut, 681 , 0 , 681 , 0.04 , 0.06 
 7 SWARAN SINGH,M  45 ,SC,IND Gas , 766 , 0 , 766 , 0.05 , 0.07 
"","","",Cylinder,"","","","",""
 8 SAMPURAN SINGH,M  41 ,SC,IND BELT, 682 , 0 , 682 , 0.04 , 0.06 
 9 GURJANT SINGH,M  58 ,GEN,IND Kite, 1088 , 0 , 1088 , 0.07 , 0.10 
 10 CHANAN SINGH ,M  62 ,SC,IND School Bag, 1237 , 0 , 1237 , 0.08 , 0.11 
WATTU,"","","","","","","",""
 11 PARAMJEET SINGH ,M  54 ,SC,IND Brief Case, 976 , 0 , 976 , 0.06 , 0.09 
DESAL,"","","","","","","",""
 12 PANJAB SINGH ,M  33 ,SC,IND Candles, 1759 , 0 , 1759 , 0.12 , 0.16 
KATWAL,"","","","","","","",""


 13 MANOJ KUMAR ,M  41 ,GEN,IND Battery , 1896 , 0 , 1896 , 0.12 , 0.17 
MONGA,"","",Torch,"","","","",""
 14 RAJINDER BHATHEJA,M  38 ,GEN,IND CALCULAT, 1546 , 0 , 1546 , 0.10 , 0.14 
"","","",OR,"","","","",""
 15 RAJ GILL,M  42 ,SC,IND Hat, 3311 , 0 , 3311 , 0.22 , 0.30 
 16 None of the Above,"","",NOTA NOTA, 7677 , 8 , 7685 , 0.50 , 0.70 
"","","",TOTAL:, 1104973 , 439 , 1105412 , 72.62, 99.98
 CONSTITUENCY : 11 . B,athinda,"",( Total Electors, 1525289 ),"","","",""
 1 HARSIMRAT KAUR ,F  47 ,GEN,SAD Scales, 514562 , 165 , 514727 , 33.75 , 43.73 
BADAL,"","","","","","","",""
 2 KULDEEP SINGH,M  32 ,SC,BSP Elephant, 13731 , 1 , 13732 , 0.90 , 1.17 
 3 MANPREET SINGH ,M  52 ,GEN,INC Hand, 495232 , 100 , 495332 , 32.47 , 42.09 
BADAL S/O GURDAS ,"","","","","","","",""
SINGH,"","","","","","","",""
 4 SHAMINDER SINGH,M  34 ,GEN,JKNPP Bicycle, 4610 , 0 , 4610 , 0.30 , 0.39 
 5 SUKHWINDER SINGH,M  33 ,SC,BMUP Cot, 1081 , 5 , 1086 , 0.07 , 0.09 
 6 SURESH KUMAR ,M  70 ,GEN,JanSP Sewing , 944 , 0 , 944 , 0.06 , 0.08 
GOYAL,"","",Machine,"","","","",""
 7 GEETA RANI,F  50 ,GEN,ABSR Chappals, 4380 , 0 , 4380 , 0.29 , 0.37 
 8 GURDEEP SINGH,M  44 ,GEN,IKL Candles, 1404 , 0 , 1404 , 0.09 , 0.12 
 9 GURMEET SINGH ,M  44 ,SC,PLP Gas , 1385 , 1 , 1386 , 0.09 , 0.12 
RANGHRETA,"","",Cylinder,"","","","",""
 10 JASRAJ SINGH ,M  40 ,GEN,AAAP Broom, 87844 , 57 , 87901 , 5.76 , 7.47 
LONGIA,"","","","","","","",""
 11 JAGDISH RAI SHARMA,M  57 ,GEN,NBDP Table, 1248 , 0 , 1248 , 0.08 , 0.11 
 12 NAVNEET,M  42 ,GEN,SHS Bow & , 1888 , 5 , 1893 , 0.12 , 0.16 
"","","",Arrow,"","","","",""
 13 BHAGWANT SINGH ,M  36 ,SC,CPI(ML) Flag with , 5984 , 0 , 5984 , 0.39 , 0.51 
SAMAON,"","",(L) Three Star,s,"","","",""
 14 MAKHAN LAL,M  43 ,SC,BSP(A) Diesel , 2587 , 0 , 2587 , 0.17 , 0.22 
"","","",Pump,"","","","",""


 15 RAJINDER SINGH,M  45 ,GEN,SAD(M) HOCKEY &, 1959 , 1 , 1960 , 0.13 , 0.17 
"","","",BALL,"","","","",""
 16 ASHISH,M  25 ,GEN,IND Bread, 6626 , 0 , 6626 , 0.43 , 0.56 
 17 SATISH ARORA,M  51 ,GEN,IND Telephone, 5936 , 0 , 5936 , 0.39 , 0.50 
 18 SWARAN SINGH,M  45 ,SC,IND Camera, 2077 , 0 , 2077 , 0.14 , 0.18 
 19 SANJEEV KUMAR ,M  34 ,GEN,IND Ceiling Fan, 2833 , 0 , 2833 , 0.19 , 0.24 
THAPAR,"","","","","","","",""
 20 SUSHIL KUMAR ,M  31 ,GEN,IND Cake, 1330 , 0 , 1330 , 0.09 , 0.11 
JINDAL,"","","","","","","",""
 21 KARTAR SINGH,M  60 ,SC,IND Television, 916 , 0 , 916 , 0.06 , 0.08 
 22 GURCHARAN SINGH,M  42 ,GEN,IND CARPET, 820 , 0 , 820 , 0.05 , 0.07 
 23 JASPAL SINGH,M  36 ,GEN,IND Slate, 703 , 0 , 703 , 0.05 , 0.06 
 24 JAGDEEP SINGH,M  34 ,GEN,IND Window, 668 , 0 , 668 , 0.04 , 0.06 
 25 JAGDEEP SINGH ,M  39 ,SC,IND Cauliflower, 1665 , 0 , 1665 , 0.11 , 0.14 
GEHRI,"","","","","","","",""
 26 DYAL CHAND,M  52 ,SC,IND Letter Box, 955 , 0 , 955 , 0.06 , 0.08 
 27 BHUPESH KUMAR,M  36 ,GEN,IND Battery , 1487 , 0 , 1487 , 0.10 , 0.13 
"","","",Torch,"","","","",""
 28 MANPREET SINGH ,M  33 ,GEN,IND Kite, 4617 , 1 , 4618 , 0.30 , 0.39 
BADAL S/O GURDEV ,"","","","","","","",""
SINGH,"","","","","","","",""
 29 VIJAY KUMAR,M  44 ,GEN,IND Bat, 2257 , 1 , 2258 , 0.15 , 0.19 
 30 None of the Above,"","",NOTA NOTA, 4699 , 2 , 4701 , 0.31 , 0.40 
"","","",TOTAL:, 1176428 , 339 , 1176767 , 77.15, 99.98
 CONSTITUENCY : 12 . Sa,ngrur,"",( Total Electors, 1424743 ),"","","",""
 1 SUKHDEV SINGH ,M  75 ,GEN,SAD Scales, 321471 , 45 , 321516 , 22.57 , 29.23 
DHINDSA,"","","","","","","",""
 2 SUKHDEV RAM ,M  60 ,GEN,CPI Ears of , 6934 , 0 , 6934 , 0.49 , 0.63 
SHARMA,"","",Corn And ,"","","","",""
"","","",Sickle,"","","","",""


 3 JOGINDER SINGH ,M  63 ,GEN,"CPM Hammer, ", 3315 , 0 , 3315 , 0.23 , 0.30 
AULAKH,"","",Sickle and ,"","","","",""
"","","",Star,"","","","",""
 4 MADAN BHATTI,M  50 ,SC,BSP Elephant, 8405 , 3 , 8408 , 0.59 , 0.76 
 5 VIJAY INDER SINGLA,M  42 ,GEN,INC Hand, 181401 , 9 , 181410 , 12.73 , 16.49 
 6 KARNAIL SINGH,M  66 ,GEN,SAD(M) Sewing , 4126 , 1 , 4127 , 0.29 , 0.38 
"","","",Machine,"","","","",""
 7 GURDEEP SINGH,M  39 ,GEN,DBSP Batsman, 1069 , 0 , 1069 , 0.08 , 0.10 
 8 GURPREET SINGH,M  33 ,SC,CPI(ML) Flag with , 2746 , 0 , 2746 , 0.19 , 0.25 
"","","",(L) Three Star,s,"","","",""
 9 JASWANT SINGH,M  50 ,SC,BMUP Cot, 1556 , 0 , 1556 , 0.11 , 0.14 
 10 JIT SINGH,M  54 ,SC,CPIM Saw, 5879 , 0 , 5879 , 0.41 , 0.53 
 11 BHAGWANT MANN,M  40 ,GEN,AAAP Broom, 533191 , 46 , 533237 , 37.43 , 48.47 
 12 MAHMOOD AHMED ,M  38 ,GEN,IUML Ladder, 2261 , 0 , 2261 , 0.16 , 0.21 
THIND,"","","","","","","",""
 13 SUKHDEV SINGH,M  46 ,GEN,IND Stool, 1233 , 0 , 1233 , 0.09 , 0.11 
 14 HARINDER KUMAR,M  52 ,GEN,IND Auto- , 1486 , 0 , 1486 , 0.10 , 0.14 
"","","",Rickshaw,"","","","",""
 15 KARAM SINGH,M  42 ,GEN,IND Gas , 1601 , 0 , 1601 , 0.11 , 0.15 
"","","",Cylinder,"","","","",""
 16 JOTI DEVAJI ANSUIA,F  28 ,SC,IND Bread, 6830 , 0 , 6830 , 0.48 , 0.62 
 17 DHARAM SINGH,M  50 ,GEN,IND Walking , 3290 , 0 , 3290 , 0.23 , 0.30 
"","","",Stick,"","","","",""
 18 PARVEEN KAUR,F  48 ,SC,IND BUCKET, 798 , 0 , 798 , 0.06 , 0.07 
